participant_id,agreeable,allowance_level,extraversion,group_experiment,honesty_humility,neuroticism,openness,religious_affiliation,religious_service,study_program,twt_sospeso,z_agreeable,z_honesty_humility,z_neuroticism,z_extraversion,z_openness,z_twt_sospeso,religiousservice_01,religious_composite_raw,z_religious_composite,weighted_prosocial,z_weighted_prosocial,anchored_prosocial_behavior,weighted_disclosure_noincome,weighted_disclosure_categorical,z_weighted_categorical,z_anchored_prosocial_behavior,income_high_cat,beta0,fs_deterministic_categorical,disclose_categorical
839,2.9833333,2,3.3,MidSub,2,3.0999999,2.8,0,1,BIEF,0,-1.507585,-2.4919941,.58169156,-.36891735,-2.4874628,-.33912086,.25,.125,-.24554211,-.16724052,-1.9427657,-1.5418545,-.066018045,-.060477745,-1.7498851,-1.9342169,0,.1,-.77494252,0
963,3.4166667,2,2.4000001,HighSub,3.4375,1.7,2.8,0,0,BIEF,0,-.34667739,.081108674,-1.4651946,-1.6565509,-2.4874628,-.33912086,0,0,-.72298509,-.095938601,-1.1144801,-.92064035,-.034239128,-.028698828,-.83038145,-1.1549196,0,.1,-.31519073,0
811,2.6666667,2,4.3000002,HighSub,2,2.9000001,4.5999999,0,0,MM,0,-2.3559403,-2.4919941,.28927949,1.0617871,1.0640419,-.33912086,0,0,-.72298509,-.16101016,-1.8703902,-1.4875729,-.061441869,-.055901568,-1.6174762,-1.8661219,0,.1,-.70873809,0
1046,3.1833334,2,3.7,NoSub,3.375,4.3000002,3.8,0,1,BEMACS,0,-.97178149,-.030765358,2.3361661,.20336446,-.51440454,-.33912086,.25,.125,-.24554211,-.0491479,-.57093138,-.51297873,.041050196,.046590496,1.3480693,-.64351863,0,.1,.77403468,1
829,3.2333333,2,3.2,NoSub,3.875,3.5,4.0999999,0,0,BIEM,5,-.83783072,.86422688,1.1665164,-.51198763,.077512793,.16595277,0,0,-.72298509,-.042059526,-.48858857,-.32495323,.042346895,.047887195,1.3855885,-.40764546,0,.1,.79279429,1
946,3.1833334,2,3.8,NoSub,3.25,2.4000001,4.5,0,0,BEMACS,0,-.97178149,-.25451341,-.44175136,.34643474,.86673623,-.33912086,0,0,-.72298509,-.065249711,-.75797963,-.65326494,-.012856842,-.0073165423,-.211698,-.81950408,0,.1,-.0058489963,0
821,3.6333334,2,3.4000001,NoSub,3.875,2.3,4.5,0,0,CLEAM,0,.23377642,.86422688,-.58795774,-.22584672,.86673623,-.33912086,0,0,-.72298509,-.0035296076,-.041002035,-.11553174,.013797325,.019337624,.55952412,-.1449316,0,.1,.37976205,1
980,2.5333333,2,3.3,MidSub,2.875,3.5,4.3000002,0,1,BESS-CLES,0,-2.7131429,-.92575759,1.1665164,-.36891735,.47212499,-.33912086,.25,.125,-.24554211,-.10068168,-1.1695786,-.96196413,-.009578296,-.0040379958,-.11683525,-1.2067592,0,.1,.041582376,1
1026,2.7833333,2,3.9000001,HighSub,2.1875,3.2,4.1999998,0,0,BIEM,0,-2.0433886,-2.1563721,.72789794,.48950535,.27481842,-.33912086,0,0,-.72298509,-.15671329,-1.8204752,-1.4501367,-.047767159,-.042226858,-1.2218068,-1.8191592,0,.1,-.51090336,0
1024,3.1666667,2,4.3000002,HighSub,2.1875,3.5999999,4.4000001,0,1,MM,4,-1.0164317,-2.1563721,1.3127224,1.0617871,.66943061,.064938039,.25,.125,-.24554211,-.093440272,-1.085458,-.79785901,-.033744361,-.028204061,-.81606567,-1.0008936,0,.1,-.30803284,0
912,3.9000001,2,2.3,MidSub,4,2.5999999,3.5,0,0,ACME,0,.94818097,1.0879749,-.1493393,-1.7996216,-1.1063219,-.33912086,0,0,-.72298509,-.012561036,-.14591651,-.19421759,.01740694,.022947241,.66396618,-.24364097,0,.1,.43198308,1
753,3.6833334,2,3,MidSub,3.9375,2.4000001,3.3,0,0,DSBA,0,.36772716,.97610092,-.44175136,-.79812855,-1.5009336,-.33912086,0,0,-.72298509,-.036193274,-.4204427,-.40011224,.015780549,.02132085,.61690754,-.50193053,0,.1,.40845376,1
809,3.4666667,2,4.0999999,HighSub,2.9375,2.2,3.4000001,0,0,GIO,8,-.21272667,-.8138836,-.73416376,.77564591,-1.3036275,.46899694,0,0,-.72298509,-.099622115,-1.15727,-.75070322,-.031568471,-.026028171,-.75310761,-.94173789,0,.1,-.27655381,0
864,2.9666667,2,2.5999999,HighSub,2.4375,2.2,3.5999999,0,0,BIEM,0,-1.5522352,-1.7088758,-.73416376,-1.3704103,-.90901625,-.33912086,0,0,-.72298509,-.15138999,-1.7586365,-1.4037576,-.072498344,-.06695804,-1.9373884,-1.7609777,0,.1,-.86869419,0
849,2.8666666,2,3.9000001,NoSub,2.625,3,4,0,2,BIEM,0,-1.8201374,-1.3732537,.43548551,.48950535,-.11979283,-.33912086,.5,.25,.23190089,-.070130445,-.81467712,-.69578803,-.02970756,-.02416726,-.69926327,-.87284815,0,.1,-.24963164,0
1037,2.8666666,2,4.4000001,HighSub,2.5625,2.4000001,4,0,0,CLEF,0,-1.8201374,-1.4851278,-.44175136,1.2048575,-.11979283,-.33912086,0,0,-.72298509,-.1380969,-1.6042161,-1.2879423,-.043425497,-.037885197,-1.0961834,-1.6156905,0,.1,-.44809172,0
835,3.5666666,2,3.5999999,MidSub,3.625,3.5,4,0,0,CLEAM,0,.055174798,.41673076,1.1665164,.060293835,-.11979283,-.33912086,0,0,-.72298509,-.037312977,-.43344983,-.40986758,.032986712,.038527012,1.1147573,-.51416832,0,.1,.65737867,1
1038,3.3166666,2,2.7,MidSub,3.375,3.4000001,3.3,0,2,CLEAM,4,-.6145795,-.030765358,1.0203104,-1.2273397,-1.5009336,.064938039,.5,.25,.23190089,-.024638912,-.28622031,-.19843072,.0085332626,.014073563,.40721169,-.24892622,0,.1,.30360585,1
893,3.5333333,2,3.9000001,NoSub,3.6875,2.8,3.9000001,0,2,BESS-CLES,0,-.034125689,.52860481,.14307311,.48950535,-.31709847,-.33912086,.5,.25,.23190089,.025267422,.29352146,.13536088,.021408796,.026949096,.77975744,.16980675,0,.1,.48987871,1
997,3.4833333,2,4,NoSub,3.0625,4.0999999,3.9000001,0,1,BIEF,0,-.16807643,-.59013551,2.0437534,.63257563,-.31709847,-.33912086,.25,.125,-.24554211,-.04330454,-.5030514,-.46206877,.022338562,.027878862,.80665964,-.57965338,0,.1,.50332981,1
760,4.0500002,2,3.9000001,MidSub,3.5625,2.9000001,4,0,0,M,0,1.3500338,.30485675,.28927949,.48950535,-.11979283,-.33912086,0,0,-.72298509,-.0098320842,-.11421537,-.17044175,.017337516,.022877816,.66195738,-.21381478,0,.1,.43097869,1
870,3.5833333,2,3.0999999,MidSub,3.125,2.8,3.9000001,0,2,BIEM,0,.099825047,-.47826147,.14307311,-.65505826,-.31709847,-.33912086,.5,.25,.23190089,-.0012988518,-.015088244,-.096096396,-.016067339,-.010527039,-.30459177,-.12055045,0,.1,-.052295886,0
1002,3.7833333,2,3.0999999,MidSub,3.25,2.7,3.8,0,1,CLEF,0,.63562864,-.25451341,-.0031329209,-.65505826,-.51440454,-.33912086,.25,.125,-.24554211,-.01754147,-.2037722,-.23760937,-.011996053,-.006455753,-.18679158,-.29807484,0,.1,.0066042095,1
1060,3.25,3,4.5,NoSub,2.6875,3.4000001,4.8000002,1,1,M,0,-.79318047,-1.2613797,1.0203104,1.3479277,1.458654,-.33912086,.25,.625,1.6642299,.080686092,.93729782,.61819315,-.010447822,-.0081338212,-.23534547,.77550739,0,.1,-.017672732,0
793,3.45,3,3.9000001,HighSub,4,2.7,4.6999998,0,0,ACME,16,-.25737691,1.0879749,-.0031329209,.48950535,1.2613475,1.2771147,0,0,-.72298509,-.0020702304,-.02404904,.3012419,.035397109,.03771111,1.0911497,.37790021,0,.1,.64557487,1
884,4.0500002,3,2.5,MidSub,3.625,3.3,3.9000001,0,2,CLEACC,1,1.3500338,.41673076,.87410396,-1.5134807,-.31709847,-.23810615,.5,.25,.23190089,.054871518,.6374203,.41853869,.017284632,.019598631,.56707615,.52504599,0,.1,.38353807,1
897,4.1333332,3,3.5999999,HighSub,4.4375,2.4000001,4,0,2,BIEM,0,1.5732844,1.8710932,-.44175136,.060293835,-.11979283,-.33912086,.5,.25,.23190089,.10641616,1.2361937,.84236503,.048019744,.050333742,1.4563779,1.0567253,0,.1,.82818896,1
976,3.4166667,3,4.1999998,NoSub,2.875,2.7,3.5999999,1,4,CLEAM,0,-.34667739,-.92575759,-.0031329209,.91871619,-.90901625,-.33912086,1,1,3.0965588,.15905617,1.8476914,1.3009883,-.021208171,-.018894171,-.54668963,1.6320564,0,.1,-.17334482,0
814,3.1500001,3,3,NoSub,3,3.2,3.4000001,0,0,CLEAM,0,-1.061082,-.70200956,.72789794,-.79812855,-1.3036275,-.33912086,0,0,-.72298509,-.11648694,-1.3531818,-1.0996666,-.013484043,-.011170044,-.32319671,-1.3795035,0,.1,-.061598353,0
768,3.5833333,3,3.0999999,NoSub,3.375,2,4.3000002,0,2,IM,0,.099825047,-.030765358,-1.0265762,-.65505826,.47212499,-.33912086,.5,.25,.23190089,.024975242,.29012731,.13281527,-.023165185,-.020851186,-.6033147,.16661334,0,.1,-.20165735,0
777,3.5333333,3,4.0999999,NoSub,3.5,2.3,4.0999999,0,2,MM,0,-.034125689,.1929827,-.58795774,.77564591,.077512793,-.33912086,.5,.25,.23190089,.021876078,.25412557,.10581396,.0007226821,.003036682,.087866247,.13274089,0,.1,.14393312,1
965,3.1666667,3,3.9000001,MidSub,2.875,2.4000001,3.5,0,0,BIEF,8,-1.0164317,-.92575759,-.44175136,.48950535,-1.1063219,.46899694,0,0,-.72298509,-.11877384,-1.3797479,-.91756165,-.031725269,-.029411267,-.85099542,-1.1510575,0,.1,-.32549772,0
727,3.7166667,3,4.0999999,HighSub,2.75,3.8,4.3000002,0,0,CLELI,0,.45702764,-1.1495057,1.6051348,.77564591,.47212499,-.33912086,0,0,-.72298509,-.064249448,-.74635994,-.6445502,-.00084439869,.0014696013,.042523719,-.80857164,0,.1,.12126186,1
935,3.0166667,3,4,MidSub,3.1875,4,4.4000001,0,0,BESS-CLES,1,-1.4182845,-.36638746,1.8975472,.63257563,.66943061,-.23810615,0,0,-.72298509,-.082434289,-.95760596,-.777731,.026409846,.028723845,.83110869,-.97564352,0,.1,.51555437,1
885,3.7166667,3,3.3,HighSub,3.375,2.7,4,0,2,CLEAM,7,.45702764,-.030765358,-.0031329209,-.36891735,-.11979283,.36798221,.5,.25,.23190089,.023679545,.27507573,.29830235,-.0034534384,-.0011394385,-.032967258,.37421262,0,.1,.083516374,1
888,3.6500001,3,3.5,HighSub,3.375,3.0999999,4.5999999,0,1,BIEF,6,.27842668,-.030765358,.58169156,-.08277645,1.0640419,.26696751,.25,.125,-.24554211,.0066798162,.077596724,.12493942,.008638096,.010952096,.31689394,.15673329,0,.1,.25844696,1
960,4.0333333,3,3,HighSub,3.4375,3.0999999,3.7,1,4,CLEAM,0,1.305383,.081108674,.58169156,-.79812855,-.71171016,-.33912086,1,1,3.0965588,.2313495,2.6874938,1.9308401,.0071156183,.0094296187,.27284199,2.4221892,0,.1,.23642099,1
792,3.5666666,3,1.6,HighSub,3.125,2,4.0999999,0,0,GIO,0,.055174798,-.47826147,-1.0265762,-2.8011143,.077512793,-.33912086,0,0,-.72298509,-.06049554,-.70275235,-.61184448,-.050872352,-.048558351,-1.4050046,-.76754314,0,.1,-.60250229,0
740,3.45,3,2.5999999,HighSub,3.25,2.3,4,0,2,FIN,8,-.25737691,-.25451341,-.58795774,-1.3704103,-.11979283,.46899694,.5,.25,.23190089,.000082510218,.00095848163,.1179681,-.026984487,-.024670485,-.7138238,.14798795,0,.1,-.2569119,0
1058,3.4666667,3,2.4000001,NoSub,2.9375,2.4000001,4,0,1,DES-ESS,0,-.21272667,-.8138836,-.44175136,-1.6565509,-.11979283,-.33912086,.25,.125,-.24554211,-.047714654,-.55428195,-.50049168,-.042904057,-.040590055,-1.1744468,-.62785393,0,.1,-.48722342,0
807,3.3666666,3,3,MidSub,2.8125,2.9000001,3.9000001,0,0,AFC,3,-.48062879,-1.0376316,.28927949,-.79812855,-.31709847,-.036076687,0,0,-.72298509,-.096288875,-1.1185491,-.84793103,-.031021278,-.028707277,-.83062589,-1.0637077,0,.1,-.31531295,0
890,3.9666667,3,3.5,NoSub,2.9375,2.8,4.4000001,0,1,BIG,0,1.1267819,-.8138836,.14307311,-.08277645,.66943061,-.33912086,.25,.125,-.24554211,-.0028151097,-.032702003,-.10930672,-.022121845,-.019807843,-.5731262,-.13712247,0,.1,-.1865631,0
724,3.7666667,3,3.3,MidSub,4.375,4.5,4.4000001,0,0,DES-ESS,0,.59097838,1.7592192,2.6285782,-.36891735,.66943061,-.33912086,0,0,-.72298509,.028145794,.32695833,.16043854,.095158629,.097472623,2.8203127,.20126602,0,.1,1.5101564,1
837,3.5666666,3,3.9000001,MidSub,4.25,1.8,4.1999998,0,0,BIEM,0,.055174798,1.5354711,-1.3189886,.48950535,.27481842,-.33912086,0,0,-.72298509,.0022694734,.026363552,-.065007553,.025759192,.028073194,.8122825,-.0815503,0,.1,.50614125,1
769,3.8333333,3,3.5999999,HighSub,3.25,3.4000001,4.4000001,0,1,FIN,0,.76957935,-.25451341,1.0203104,.060293835,.66943061,-.33912086,.25,.125,-.24554211,.0052204239,.060643554,-.039297551,.010612587,.012926587,.37402463,-.049297765,0,.1,.28701231,1
722,3.1333334,3,2.9000001,HighSub,3.9375,4.6999998,4.9000001,0,0,DES-ESS,0,-1.1057322,.97610092,2.9209902,-.94119883,1.6559597,-.33912086,0,0,-.72298509,-.019020699,-.2209558,-.25049707,.073236503,.075550504,2.1860096,-.31424212,0,.1,1.1930048,1
987,3.3333333,3,3.7,HighSub,3.25,2.5999999,3.4000001,1,4,CLEF,0,-.56992924,-.25451341,-.1493393,.20336446,-1.3036275,-.33912086,1,1,3.0965588,.16705652,1.9406283,1.3706911,-.008742339,-.0064283391,-.18599838,1.7194967,0,.1,.0070008114,1
742,3.25,3,3,NoSub,3.0625,3.5,4.0999999,0,0,CLELI,0,-.79318047,-.59013551,1.1665164,-.79812855,.077512793,-.33912086,0,0,-.72298509,-.083971716,-.9754656,-.81637943,-.0025581601,-.00024416001,-.0070629204,-1.024127,0,.1,.096468538,1
764,3.4333334,3,3.8,HighSub,3.25,2.8,3.5,0,2,MM,0,-.30202717,-.25451341,.14307311,.34643474,-1.1063219,-.33912086,.5,.25,.23190089,-.017293327,-.20088962,-.23544744,-.0026965695,-.00038256956,-.011067716,-.29536274,0,.1,.094466142,1
988,2.45,3,4.5999999,HighSub,2.625,3,4.8000002,0,0,BIG,0,-2.9363942,-1.3732537,.43548551,1.490998,1.458654,-.33912086,0,0,-.72298509,-.13522856,-1.5708957,-1.262952,-.022948146,-.020634146,-.59703475,-1.5843407,0,.1,-.19851738,0
1045,3.4000001,3,2.2,HighSub,4,3.8,3.7,0,2,BIEM,0,-.39132765,1.0879749,1.6051348,-1.9426918,-.71171016,-.33912086,.5,.25,.23190089,.026777273,.31106079,.14851537,.04692214,.049236141,1.4246194,.18630871,0,.1,.81230974,1
1055,2.8666666,3,3.0999999,MidSub,2.125,1.8,3.5,0,0,MM,0,-1.8201374,-2.2682459,-1.3189886,-.65505826,-1.1063219,-.33912086,0,0,-.72298509,-.17755085,-2.0625367,-1.6316828,-.094358847,-.092044845,-2.66326,-2.0469041,0,.1,-1.23163,0
842,3.4000001,3,3.0999999,MidSub,3.75,2.2,3.8,0,0,BIEM,0,-.39132765,.64047885,-.73416376,-.65505826,-.51440454,-.33912086,0,0,-.72298509,-.047843359,-.55577701,-.50161296,.0017490124,.0040630125,.1175625,-.62926054,0,.1,.15878125,1
1019,3.9833333,3,3.8,NoSub,3.875,1.8,3.7,1,4,BIEM,0,1.1714323,.86422688,-1.3189886,.34643474,-.71171016,-.33912086,1,1,3.0965588,.25130442,2.9193022,2.1046965,.0049595023,.0072735022,.21045606,2.6402876,0,.1,.20522803,1
836,4.2166667,3,3.8,NoSub,3.75,2.2,4.3000002,0,1,CLEAM,0,1.7965362,.64047885,-.73416376,.34643474,.47212499,-.33912086,.25,.125,-.24554211,.052819919,.61358774,.37541059,.0085084289,.010822429,.31314212,.47094291,0,.1,.25657105,1
865,3.6833334,3,4,MidSub,4.0625,2.9000001,3.4000001,0,3,BIEM,0,.36772716,1.199849,.28927949,.63257563,-1.3036275,-.33912086,.75,.375,.70934391,.070672087,.82096916,.53094667,.044748556,.047062557,1.3617282,.66605896,0,.1,.78086412,1
959,3.8333333,3,3.7,MidSub,3.6875,1.8,3.9000001,0,4,CLEF,0,.76957935,.52860481,-1.3189886,.20336446,-.31709847,-.33912086,1,.5,1.1867869,.10903709,1.2666399,.86519974,-.0059231557,-.0036091558,-.10442702,1.0853708,0,.1,.047786489,1
816,3.3166666,3,4.4000001,MidSub,3.75,4.0999999,4.5999999,1,3,CLMG,1,-.6145795,.64047885,2.0437534,1.2048575,1.0640419,-.23810615,.75,.875,2.6191158,.19926408,2.3147705,1.6765513,.062563524,.064877525,1.8771935,2.1031904,0,.1,1.0385967,1
748,2.9333334,3,3.2,NoSub,2.875,3.7,4.5999999,0,0,GIO,2,-1.6415358,-.92575759,1.4589288,-.51198763,1.0640419,-.13709141,0,0,-.72298509,-.097745009,-1.1354644,-.88587117,-.0054637869,-.0031497867,-.091135465,-1.1113026,0,.1,.054432269,1
730,3.7833333,3,2.8,NoSub,3.8125,2.9000001,4.3000002,0,1,GIO,0,.63562864,.75235283,.28927949,-1.0842694,.47212499,-.33912086,.25,.125,-.24554211,.028523853,.33135012,.16373238,.019938279,.02225228,.6438579,.20539805,0,.1,.42192894,1
1064,3.6333334,3,3.5,MidSub,3.25,2.3,3.5999999,0,0,CLEAM,0,.23377642,-.25451341,-.58795774,-.08277645,-.90901625,-.33912086,0,0,-.72298509,-.065951988,-.76613766,-.65938348,-.018293807,-.015979808,-.46236432,-.82717961,0,.1,-.13118216,0
992,4.0666666,3,3,MidSub,3.8125,2,3.8,0,0,CLEAM,1,1.3946835,.75235283,-1.0265762,-.79812855,-.51440454,-.23810615,0,0,-.72298509,-.0020734828,-.024086822,-.07759165,-.00099108194,.0013229181,.038279533,-.097336724,0,.1,.11913977,1
990,3.3,3,4,HighSub,2.5625,2.5999999,4.8000002,0,0,BEMACS,15,-.65922976,-1.4851278,-.1493393,.63257563,1.458654,1.1761,0,0,-.72298509,-.084392376,-.98035222,-.44123918,-.042207886,-.039893888,-1.1543037,-.55352318,0,.1,-.47715184,0
889,4.0166669,3,3,NoSub,4.3125,4.3000002,4.5,0,0,BIG,4,1.2607334,1.6473451,2.3361661,-.79812855,.86673623,.064938039,0,0,-.72298509,.044027053,.51144451,.39981788,.083875924,.086189926,2.4938548,.50156122,0,.1,1.3469274,1
846,4.2166667,3,2.3,MidSub,3.8125,2.2,4.8000002,0,0,BIEM,0,1.7965362,.75235283,-.73416376,-1.7996216,1.458654,-.33912086,0,0,-.72298509,.040109437,.46593517,.26467115,-.0026703598,-.00035635979,-.010309353,.33202314,0,.1,.094845325,1
921,3.55,3,3.3,HighSub,4.125,2.7,3.7,0,1,M,4,.010524554,1.311723,-.0031329209,-.36891735,-.71171016,.064938039,.25,.125,-.24554211,.010612679,.12328321,.10869692,.036214676,.038528677,1.1148056,.13635749,0,.1,.65740281,1
716,3.25,3,4.6999998,MidSub,2.4375,1.6,4.4000001,0,1,M,0,-.79318047,-1.7088758,-1.6114008,1.6340683,.66943061,-.33912086,.25,.125,-.24554211,-.074909545,-.87019402,-.73742574,-.067460507,-.065146513,-1.884973,-.92508161,0,.1,-.8424865,0
933,3.9333334,3,3.2,NoSub,3,2.3,3.7,0,0,CLEAM,0,1.0374814,-.70200956,-.58795774,-.51198763,-.71171016,-.33912086,0,0,-.72298509,-.056802951,-.65985698,-.57967293,-.034413405,-.032099403,-.92877501,-.72718477,0,.1,-.36438751,0
986,3.6500001,3,4.1999998,NoSub,3.3125,2.4000001,4.1999998,0,1,CLEF,0,.27842668,-.14263938,-.44175136,.91871619,.27481842,-.33912086,.25,.125,-.24554211,-.0096772481,-.1124167,-.16909274,-.005688644,-.0033746439,-.097641565,-.2121225,0,.1,.051179219,1
772,3.7666667,3,3.9000001,HighSub,3.0625,2.4000001,4.3000002,0,0,AFC,0,.59097838,-.59013551,-.44175136,.48950535,.47212499,-.33912086,0,0,-.72298509,-.044536252,-.51735967,-.47279996,-.021808239,-.019494239,-.56405222,-.59311539,0,.1,-.18202612,0
968,2.5833333,3,2.5999999,HighSub,2.6875,2.0999999,2.0999999,0,0,BEMACS,0,-2.5791922,-1.2613797,-.88037014,-1.3704103,-3.8686035,-.33912086,0,0,-.72298509,-.21152692,-2.4572229,-1.9276974,-.061815713,-.059501711,-1.7216442,-2.4182467,0,.1,-.76082206,0
812,3.7166667,3,3.5999999,MidSub,3.8125,2.3,4,0,1,DSBA,2,.45702764,.75235283,-.58795774,.060293835,-.11979283,-.13709141,.25,.125,-.24554211,.014488892,.16831161,.091960855,.012422908,.014736908,.42640519,.11536253,0,.1,.31320259,1
949,3.7833333,3,4.4000001,MidSub,3.625,3.5,5,0,1,CLEAM,0,.63562864,.41673076,1.1665164,1.2048575,1.8532653,-.33912086,.25,.125,-.24554211,.041446742,.48147011,.27632236,.040711761,.043025758,1.2449259,.34663931,0,.1,.72246295,1
726,3.1166666,3,3.2,NoSub,2.0625,1.9,2.5,0,2,CYBER,0,-1.1503831,-2.38012,-1.1727824,-.51198763,-3.07938,-.33912086,.5,.25,.23190089,-.13290015,-1.5438474,-1.2426658,-.094158828,-.091844827,-2.6574726,-1.5588923,0,.1,-1.2287363,0
886,3.6333334,3,2.5999999,MidSub,3.375,3.5999999,4.1999998,0,1,CLEACC,5,.23377642,-.030765358,1.3127224,-1.3704103,.27481842,.16595277,.25,.125,-.24554211,-.0074331765,-.086348221,-.023272973,.012647764,.014961763,.43291122,-.029195342,0,.1,.3164556,1
717,4.0500002,4,4.4000001,MidSub,4,3,4.3000002,1,2,ACME,25,1.3500338,1.0879749,.43548551,1.2048575,.47212499,2.1862473,.5,.75,2.1416728,.21707851,2.5217135,2.4378469,.047845468,.044630971,1.2913717,3.0582163,1,.1,2.2747941,1
845,3,4,3.4000001,NoSub,2.9375,3,3,0,1,BIEF,0,-1.4629349,-.8138836,.43548551,-.22584672,-2.0928509,-.33912086,.25,.125,-.24554211,-.11006807,-1.2786164,-1.0437425,-.018007334,-.021221835,-.61403918,-1.3093481,1,.1,-.86169362,0
851,3.1166666,4,4.0999999,NoSub,2.9375,1.2,4.5999999,0,1,BESS-CLES,0,-1.1503831,-.8138836,-2.1962254,.77564591,1.0640419,-.33912086,.25,.125,-.24554211,-.0504313,-.58584011,-.52416027,-.056969162,-.060183659,-1.7413759,-.65754557,1,.1,-1.0994607,0
1054,3.0999999,4,3.8,NoSub,3.1875,3,4,0,2,MM,0,-1.1950333,-.36638746,.43548551,.34643474,-.11979283,-.33912086,.5,.25,.23190089,-.025516884,-.29641938,-.30709475,-.00092210708,-.0041366071,-.11968851,-.38524246,1,.1,-.15246549,0
948,3.6833334,4,3,MidSub,3.8125,2.4000001,3.9000001,1,1,CLEAM,0,.36772716,.75235283,-.44175136,-.79812855,-.31709847,-.33912086,.25,.625,1.6642299,.13842438,1.6080203,1.121235,.0091691967,.0059546963,.17229722,1.4065604,1,.1,.88942885,1
828,3.6666667,4,4.4000001,HighSub,3.4375,3,4.3000002,0,1,BIEM,0,.3230769,.081108674,.43548551,1.2048575,.47212499,-.33912086,.25,.125,-.24554211,.001258567,.014620259,-.073815018,.018094385,.014879885,.43054211,-.092599042,1,.1,.26897153,1
939,3.3166666,4,3.5999999,MidSub,3.5,3.7,3.9000001,1,4,CLEAM,12,-.6145795,.1929827,1.4589288,.060293835,-.31709847,.87305588,1,1,3.0965588,.19553185,2.2714148,1.9218251,.031455498,.028240997,.81713778,2.4108801,1,.1,1.7140089,1
1023,4.1666665,4,3,NoSub,3.6875,3.4000001,4,0,2,BIEF,0,1.6625849,.52860481,1.0203104,-.79812855,-.11979283,-.33912086,.5,.25,.23190089,.068871252,.8000496,.515257,.027958537,.024744036,.71595532,.64637667,1,.1,.78116602,1
741,3.6666667,4,3.5999999,NoSub,3.75,2.0999999,4.5999999,0,1,ACME,0,.3230769,.64047885,-.88037014,.060293835,1.0640419,-.33912086,.25,.125,-.24554211,.027575478,.32033321,.15546969,.0040370943,.00082259421,.023802964,.19503273,1,.1,.20941785,1
746,3.1833334,4,3.9000001,MidSub,3.5625,2.4000001,3.8,0,1,ACME,1,-.97178149,.30485675,-.44175136,.48950535,-.51440454,-.23810615,.25,.125,-.24554211,-.039230872,-.45572925,-.40132347,.0046371715,.0014226715,.041165836,-.50344998,1,.1,-.13114206,0
926,3.4833333,4,1.9,HighSub,3.75,2.5999999,3.4000001,0,0,BIEF,0,-.16807643,.64047885,-.1493393,-2.3719032,-1.3036275,-.33912086,0,0,-.72298509,-.055586718,-.64572853,-.5690766,.00032171453,-.0028927855,-.083699286,-.71389192,1,.1,-.29879561,0
776,3.4333334,4,3.9000001,HighSub,2.875,2.4000001,3.4000001,0,0,BIEM,25,-.30202717,-.92575759,-.44175136,.48950535,-1.3036275,2.1862473,0,0,-.72298509,-.105051,-1.2203351,-.36868951,-.031725269,-.034939766,-1.0109591,-.46251151,1,.1,-.63673532,0
911,3.95,4,3.5999999,NoSub,2.9375,3,3.8,0,0,CLEAM,0,1.0821317,-.8138836,.43548551,.060293835,-.51440454,-.33912086,0,0,-.72298509,-.055784181,-.64802235,-.57079697,-.016076075,-.019290576,-.55815935,-.71605009,1,.1,-.53710473,0
908,3.4333334,4,4.1999998,HighSub,3.625,1.9,4.5,0,0,BESS-CLES,4,-.30202717,.41673076,-1.1727824,.91871619,.86673623,.064938039,0,0,-.72298509,-.029491579,-.34259179,-.24070933,-.0018606117,-.0050751115,-.14684357,-.30196366,1,.1,-.12440361,0
903,3.3499999,4,4,HighSub,3.0625,4,3.9000001,1,3,BESS-CLES,5,-.52527905,-.59013551,1.8975472,.63257563,-.31709847,.16595277,.75,.875,2.6191158,.14218493,1.651705,1.280267,.019798493,.016583994,.47984949,1.6060621,1,.1,1.1429558,1
873,3.8166666,4,2.7,HighSub,4.4375,3.3,4.0999999,0,0,BIEF,3,.72492909,1.8710932,.87410396,-1.2273397,.077512793,-.036076687,0,0,-.72298509,.024847737,.28864613,.20746543,.062189683,.058975186,1.7064128,.26026005,1,.1,1.0833365,1
920,3.6333334,4,3.4000001,NoSub,3.8125,1.6,4.5,0,4,CLEF,5,.23377642,.75235283,-1.6114008,-.22584672,.86673623,.16595277,1,.5,1.1867869,.12248626,1.4228736,1.1086434,-.0072888336,-.010503333,-.30390584,1.3907646,1,.1,.6434294,1
982,3.6833334,4,3.3,MidSub,3.9375,2.4000001,4,0,2,BIEF,4,.36772716,.97610092,-.44175136,-.36891735,-.11979283,.064938039,.5,.25,.23190089,.051307425,.59601766,.46324775,.018677441,.015462941,.44741252,.58113235,1,.1,.61427242,1
1057,3.7833333,4,3.3,MidSub,3.5625,2.9000001,3.5999999,0,2,M,4,.63562864,.30485675,.28927949,-.36891735,-.90901625,.064938039,.5,.25,.23190089,.024791604,.28799406,.23223005,.01154373,.0083292304,.24100292,.29132664,1,.1,.36616477,1
830,3.9166667,4,3.7,HighSub,3.6875,3.3,4.3000002,0,0,CLEAM,44,.99283123,.52860481,.87410396,.20336446,.47212499,4.1055269,0,0,-.72298509,-.0019250346,-.022362357,1.0096099,.03217788,.02896338,.83803946,1.2665297,1,.1,1.1522846,1
