participantid,extraversionbig5,agreeable,neuroticismbig5,conscientiousnessbig5,opennessbig5,education,assignedallowancelevel,income,stdactions,z_stdactionsP,Flexibility_calculated_ivw,z_Flexibility_calculated_ivw,anchored_flexibility,z_anchored_flexibility,min_Flexibility_combined,max_Flexibility_combined,Flexibility_combined15,choice1_flex_deterministic,choice2_flex_deterministic,choice3_flex_deterministic,choice4_flex_deterministic,choice5_flex_deterministic
890,3.5,3.966666667,2.8,4.2,4.4,1,3,24202.83929,2.138089895,1.409409761,0.1065110341,0.9731819034,1.082238913,1.353139997,-2.97091794,3.623504877,4,4,3,1,5,
892,4.2,3.75,2.2,4,3.4,1,4,32556.43408,0.6408699155,-0.8077601194,0.06989848614,0.6386563182,0.2770522237,0.3464026749,-2.97091794,3.623504877,3,3,1,5,,
893,3.9,3.533333333,2.8,3.3,3.9,1,2,17355.40313,1.246423483,0.08897862583,-0.03846737742,-0.3514730334,-0.241360113,-0.3017762899,-2.97091794,3.623504877,3,3,1,5,,
894,3.6,3.916666667,2.6,2.5,3.7,1,2,20121.12914,1.552647471,0.5424528122,-0.06873057038,-0.6279851794,-0.3353756666,-0.4193253815,-2.97091794,3.623504877,2,1,5,,,
895,3.7,2.933333333,3.3,3.3,2.6,1,5,51659.75664,2.416461468,1.821638584,-0.2255376875,-2.06071806,-1.090128899,-1.363005042,-2.97091794,3.623504877,2,1,5,,,
896,3.7,3.25,3.5,3.8,4.8,1,2,18602.19102,1.505940676,0.4732866883,-0.03245900944,-0.2965750992,-0.1041096523,-0.1301699132,-2.97091794,3.623504877,3,3,1,5,,
897,3.6,4.133333333,2.4,4.3,4,1,3,23390.27705,0.8864052892,-0.4441571534,0.1430012435,1.306589723,0.8689029813,1.086402774,-2.97091794,3.623504877,4,4,3,1,5,
898,4.2,3.866666667,2.2,4.3,4.6,1,1,7994.762019,0,-1.756797314,0.1788902879,1.634504795,0.7866792679,0.983597219,-2.97091794,3.623504877,3,3,1,5,,
899,3.7,3.166666667,2.6,3.8,3.8,1,4,31302.44472,1.069044948,-0.1736937761,-0.0354209505,-0.3236381114,-0.286152035,-0.3577803075,-2.97091794,3.623504877,2,1,5,,,
900,3.9,3.183333333,2.7,3.6,4.5,1,1,5830.25213,0.5175491571,-0.9903806448,-0.01135566738,-0.1037557274,-0.3254119456,-0.4068675935,-2.97091794,3.623504877,2,1,5,,,
902,3.4,3.566666667,2.2,3.7,3.7,1,2,19238.07156,0.5345224738,-0.9652455449,0.01662450656,0.1518966556,-0.1273888946,-0.1592763066,-2.97091794,3.623504877,3,3,1,5,,
903,4,3.35,4,4.3,3.9,1,4,35836.48364,0.9258201122,-0.3857893944,-0.05721187219,-0.5227398276,-0.4885022044,-0.6107818484,-2.97091794,3.623504877,2,1,5,,,
904,4.2,3.066666667,1.7,3.5,4.2,1,1,10826.51338,1.851640224,0.9852185845,0.02986909263,0.2729112506,0.4509880841,0.5638773441,-2.97091794,3.623504877,3,3,1,5,,
906,4,3.566666667,2.5,3.7,3.8,1,5,56897.0465,0,-1.756797314,0.01852514409,0.1692626029,-0.3122523725,-0.3904139698,-2.97091794,3.623504877,2,1,5,,,
908,4.2,3.433333333,1.9,3.1,4.5,1,4,32581.54033,1.767766953,0.8610141873,0.0411311388,0.3758115768,0.4971122146,0.6215471029,-2.97091794,3.623504877,3,3,1,5,,
909,3.2,3.45,3.3,4.3,4,2,2,20262.87166,0.5345224738,-0.9652455449,-0.01299302746,-0.1187161431,-0.3303484917,-0.4130398333,-2.97091794,3.623504877,2,1,5,,,
910,4.8,3.5,3.1,3.5,4,1,4,39658.49262,0.8345229626,-0.5209875107,-0.0144070005,-0.1316354871,-0.228973493,-0.2862890959,-2.97091794,3.623504877,3,3,1,5,,
911,3.6,3.95,3,4.1,3.8,1,4,39719.02562,1.846811891,0.9780685306,0.04971443862,0.4542364478,0.5851944685,0.7316776514,-2.97091794,3.623504877,3,3,1,5,,
912,2.3,3.9,2.6,4.4,3.5,2,2,19652.38778,2.267786741,1.601472378,0.04274911433,0.3905948997,0.6933142543,0.8668615222,-2.97091794,3.623504877,3,3,1,5,,
913,4,3.75,2.9,3.4,4.3,1,1,10008.61926,1.164964795,-0.03165011108,0.0142843686,0.1305150092,0.08997373283,0.112495549,-2.97091794,3.623504877,3,3,1,5,,
914,3.2,3.8,3,3.7,2.9,1,5,62536.24121,1.246423483,0.08897862583,-0.06612922251,-0.6042168736,-0.4309180081,-0.5387834311,-2.97091794,3.623504877,2,1,5,,,
915,4.4,3.8,2.2,4,4.9,1,1,9529.63056,1.035098314,-0.2239639014,0.1686529964,1.540967584,1.099734664,1.375015259,-2.97091794,3.623504877,4,4,3,1,5,
918,3.3,3.716666667,3.3,3.6,3.9,1,1,7604.820942,0.9161253572,-0.4001459479,-0.04502218589,-0.4113637507,-0.4085592926,-0.5108280182,-2.97091794,3.623504877,2,1,5,,,
919,4.3,3.233333333,3.5,4.8,4,2,1,8868.100909,0.5175491571,-0.9903806448,0.0228291247,0.2085876912,-0.09115439653,-0.1139717549,-2.97091794,3.623504877,3,3,1,5,,
920,3.4,3.633333333,1.6,4,4.5,1,4,41115.05132,0.7071067691,-0.709672749,0.1397625804,1.276998401,0.7803305984,0.9756593704,-2.97091794,3.623504877,3,3,1,5,,
921,3.3,3.55,2.7,3.6,3.7,2,3,27874.46303,0.3535533845,-1.233235002,-0.0328338556,-0.3000000417,-0.533308804,-0.6668042541,-2.97091794,3.623504877,2,1,5,,,
922,4.5,3.95,2.1,3.9,4.4,1,5,46689.76551,1.407885909,0.3280815184,0.1586228907,1.449323297,1.169012904,1.461634874,-2.97091794,3.623504877,4,4,3,1,5,
924,3.7,3.233333333,2.4,3.2,4.1,1,1,11224.23064,0.3535533845,-1.233235002,-0.04745037109,-0.4335498512,-0.6334711313,-0.7920387387,-2.97091794,3.623504877,2,1,5,,,
925,3,3.683333333,2.3,4.1,3.9,1,2,20102.04658,1.388730168,0.2997145951,0.05719751865,0.5226086974,0.4668851793,0.5837537646,-2.97091794,3.623504877,3,3,1,5,,
926,1.9,3.483333333,2.6,3.5,3.4,1,4,37458.38871,0.8345229626,-0.5209875107,-0.1006570831,-0.9196949005,-0.8200180531,-1.025281191,-2.97091794,3.623504877,2,1,5,,,
927,4.5,3.85,1.9,3.5,4.7,2,4,29270.60818,1.511857867,0.4820492268,0.1444095522,1.319457293,1.110105276,1.387981772,-2.97091794,3.623504877,4,4,3,1,5,
928,3.9,3.65,1.6,3.3,3.2,1,4,34055.30671,1.669045925,0.7148223519,0.02081889473,0.1902204007,0.3213708997,0.4018149972,-2.97091794,3.623504877,3,3,1,5,,
929,4.1,3.3,2.3,3.6,3.5,1,4,37886.75851,1.356202722,0.2515460551,-0.02114687301,-0.1932171136,-0.08202631772,-0.1025587767,-2.97091794,3.623504877,3,3,1,5,,
930,3.8,3.466666667,3.4,4.2,4.6,1,1,8321.494162,0.5,-1.016368389,0.0256548766,0.2344063371,-0.07828734815,-0.09788388014,-2.97091794,3.623504877,3,3,1,5,,
932,3.6,4.05,2.5,3.9,3.5,1,5,47586.99374,0,-1.756797314,0.06271469593,0.5730186701,-0.009435325861,-0.0117971357,-2.97091794,3.623504877,3,3,1,5,,
933,3.2,3.933333333,2.3,3.3,3.7,1,3,22007.47365,0.4629100561,-1.071293354,0.01177801378,0.1076146737,-0.1871123314,-0.2339494377,-2.97091794,3.623504877,3,3,1,5,,
934,2.8,3.216666667,2.9,3.1,4.2,1,1,8582.660995,0.8345229626,-0.5209875107,-0.1146836206,-1.047854066,-0.9161374569,-1.145460844,-2.97091794,3.623504877,2,1,5,,,
935,4,3.016666667,4,2.9,4.4,1,3,20920.66852,1.685018063,0.7384748459,-0.1873053163,-1.711392164,-1.098925352,-1.374003291,-2.97091794,3.623504877,2,1,5,,,
936,3.8,3.65,2.3,2.9,4.2,2,2,17692.90114,1.414213538,0.3374518454,-0.008851382881,-0.08087430149,0.02370723523,0.02964152023,-2.97091794,3.623504877,3,3,1,5,,
938,3.9,3.433333333,2,4.4,4.8,1,1,8824.367498,3.664501429,3.669808388,0.1542609334,1.409468532,1.974553466,2.468814611,-2.97091794,3.623504877,5,2,4,3,1,5
939,3.6,3.316666667,3.7,3,3.9,1,4,35257.01783,0.9161253572,-0.4001459479,-0.1630478799,-1.489754081,-1.217352033,-1.522074103,-2.97091794,3.623504877,2,1,5,,,
942,3.5,3.133333333,1.9,3.8,4,1,1,8318.106165,0.9574270844,-0.338983953,0.0167826023,0.1533411592,0.03025988117,0.03783439472,-2.97091794,3.623504877,3,3,1,5,,
944,3.7,2.866666667,2.2,4.2,3.9,1,5,44790.91934,2.295181274,1.642039776,-0.001328900689,-0.01214204729,0.4014033973,0.5018808842,-2.97091794,3.623504877,3,3,1,5,,
946,3.8,3.183333333,2.4,3.3,4.5,1,2,14470.7222,0.7559289336,-0.6373741031,-0.01850713231,-0.1690980345,-0.2861670554,-0.357799083,-2.97091794,3.623504877,2,1,5,,,
947,3.4,3.35,2.4,3.9,4.2,1,1,12410.11122,0.9258201122,-0.3857893944,0.02325229533,0.21245417,0.0628932789,0.07863643765,-2.97091794,3.623504877,3,3,1,5,,
948,3,3.683333333,2.4,4,3.9,1,4,30341.54028,2.531938791,1.992644072,0.041405458,0.3783180118,0.7818995118,0.9776210189,-2.97091794,3.623504877,3,3,1,5,,
949,4.4,3.783333333,3.5,4.6,5,1,3,24371.61371,1.908627033,1.069607973,0.130559504,1.192910671,1.162085056,1.452972889,-2.97091794,3.623504877,4,4,3,1,5,
950,4.2,3.633333333,2.2,4.1,3.5,1,4,29343.84309,1.125991583,-0.08936390281,0.07073415816,0.6462917328,0.4623778164,0.5781181455,-2.97091794,3.623504877,3,3,1,5,,
953,2,3.65,3.5,3.7,3.7,1,2,16983.4788,1.302470207,0.1719758511,-0.1084875688,-0.9912413359,-0.7004370689,-0.8757672906,-2.97091794,3.623504877,2,1,5,,,
954,4.2,3.766666667,2.7,4,3.9,1,2,18616.10879,1.069044948,-0.1736937761,0.06487517804,0.5927587748,0.401145637,0.5015586019,-2.97091794,3.623504877,3,3,1,5,,
955,3.2,3.55,2.5,3.7,4.3,1,2,19048.4225,0.7559289336,-0.6373741031,0.02202499658,0.2012404501,-0.008413188159,-0.01051914133,-2.97091794,3.623504877,3,3,1,5,,
956,4.5,3.7,3.2,4.2,4,1,1,11740.04045,0.4629100561,-1.071293354,0.05298591778,0.4841276407,0.09527239203,0.1191205382,-2.97091794,3.623504877,3,3,1,5,,
957,4.2,3.716666667,3.5,3.5,4.2,1,1,9943.022055,0,-1.756797314,-0.02407496423,-0.2199708223,-0.604177475,-0.7554124594,-2.97091794,3.623504877,2,1,5,,,
958,3.3,4.016666667,2.7,3.6,3.7,1,1,8597.666096,1.414213538,0.3374518454,0.02142284811,0.1957386732,0.2311669588,0.2890316248,-2.97091794,3.623504877,3,3,1,5,,
959,3.7,3.833333333,1.8,4,3.9,1,3,25489.91397,0,-1.756797314,0.1226478368,1.120622516,0.4012675583,0.5017110109,-2.97091794,3.623504877,3,3,1,5,,
960,3,4.033333333,3.1,3.4,3.7,1,3,23070.54444,1.195228577,0.01316624507,-0.03145593777,-0.28741014,-0.2122660428,-0.2653995156,-2.97091794,3.623504877,3,3,1,5,,
961,4.2,3.583333333,2.1,4.2,4.3,1,1,11328.31821,0.9258201122,-0.3857893944,0.127137959,1.161648273,0.7747888565,0.9687304497,-2.97091794,3.623504877,3,3,1,5,,
962,4.2,3.416666667,3.1,3.8,4.1,1,2,15973.1467,2.070196629,1.3088696,-0.01018588431,-0.09306752682,0.257416755,0.3218521476,-2.97091794,3.623504877,3,3,1,5,,
963,2.4,3.416666667,1.7,3.6,2.8,1,2,19056.24856,0.7440237999,-0.6550039053,-0.05513582379,-0.5037711263,-0.5415793061,-0.6771449447,-2.97091794,3.623504877,2,1,5,,,
964,3.9,3.416666667,3,3.7,4.3,1,1,9376.189414,0.8864052892,-0.4441571534,-0.008822804317,-0.08061318099,-0.1714991778,-0.2144280672,-2.97091794,3.623504877,3,3,1,5,,
965,3.9,3.166666667,2.4,3.8,3.5,1,3,22469.31737,1.505940676,0.4732866883,-0.03254515305,-0.2973621786,-0.1046999618,-0.1309079826,-2.97091794,3.623504877,3,3,1,5,,
966,3.9,3.75,1.9,2.7,4.2,2,4,38712.42348,1.552647471,0.5424528122,0.01731015369,0.1581613421,0.2542341948,0.3178729415,-2.97091794,3.623504877,3,3,1,5,,
968,2.6,2.583333333,2.1,4.7,2.1,1,3,25878.98787,1.281739831,0.1412771195,-0.1209673956,-1.105268359,-0.7936319709,-0.992290318,-2.97091794,3.623504877,2,1,5,,,
969,4.9,3.633333333,2.3,4.4,3.6,1,5,58026.47627,2.199837685,1.500849485,0.1157628968,1.057715416,1.168498993,1.460992336,-2.97091794,3.623504877,4,4,3,1,5,
971,4.1,3.4,2.2,4,4.7,1,5,44059.61046,1.302470207,0.1719758511,0.1016992554,0.9292171001,0.7399067879,0.9251168966,-2.97091794,3.623504877,3,3,1,5,,
973,3.1,4.233333333,1.8,4.2,3.9,1,5,61116.58708,0.5175491571,-0.9903806448,0.1686635464,1.541063905,0.9082027674,1.135539889,-2.97091794,3.623504877,4,4,3,1,5,
975,4.1,3.433333333,3,3.7,3.9,1,2,17280.77358,0.7071067691,-0.709672749,-0.02420304157,-0.2211410552,-0.3432739675,-0.4292007387,-2.97091794,3.623504877,2,1,5,,,
976,4.2,3.416666667,2.7,3.6,3.6,1,3,26796.72134,0.9161253572,-0.4001459479,-0.02761363424,-0.2523033321,-0.2892639935,-0.3616712391,-2.97091794,3.623504877,2,1,5,,,
977,3.2,3.866666667,2.9,4.3,4.5,1,5,42138.35345,0,-1.756797314,0.09324736893,0.8519929647,0.1997953951,0.2498072684,-2.97091794,3.623504877,3,3,1,5,,
979,3.9,3.05,2.5,4.1,4.8,1,4,32302.61366,2.507132769,1.955909848,0.04792609438,0.4378964901,0.8173998594,1.022007704,-2.97091794,3.623504877,4,4,3,1,5,
980,3.3,2.533333333,3.5,3.4,4.3,1,2,14596.39937,1.982062459,1.178355336,-0.1909733415,-1.744906545,-1.014091015,-1.267933607,-2.97091794,3.623504877,2,1,5,,,
981,4.1,3.366666667,3.1,3.1,3.3,1,2,14958.91307,1.069044948,-0.1736937761,-0.1255484372,-1.147125006,-0.9037672281,-1.129994154,-2.97091794,3.623504877,2,1,5,,,
982,3.3,3.683333333,2.4,4.2,4,1,4,39894.47641,1.669045925,0.7148223519,0.07324379683,0.6692221165,0.6806221604,0.8509923816,-2.97091794,3.623504877,3,3,1,5,,
985,3.1,3.283333333,2.5,2.7,4.2,1,5,45553.73706,1.388730168,0.2997145951,-0.1036965251,-0.9474660158,-0.6356708407,-0.7947890759,-2.97091794,3.623504877,2,1,5,,,
986,4.2,3.65,2.4,3.9,4.2,1,3,24365.81361,1.552647471,0.5424528122,0.08170960844,0.7465735078,0.6955433488,0.8696485758,-2.97091794,3.623504877,3,3,1,5,,
987,3.7,3.333333333,2.6,3.7,3.4,1,3,23028.79515,0.3535533845,-1.233235002,-0.04785276577,-0.4372265041,-0.636228621,-0.7954864502,-2.97091794,3.623504877,2,1,5,,,
988,4.6,2.45,3,3.7,4.8,1,3,26100.82307,1.92724824,1.097183347,-0.07156535238,-0.6538863182,-0.216118902,-0.2702167928,-2.97091794,3.623504877,3,3,1,5,,
989,3.6,3.133333333,3.1,2.9,2.8,1,5,47745.61365,1.642080545,0.6748904586,-0.2136220932,-1.951846242,-1.295162082,-1.619361162,-2.97091794,3.623504877,2,1,5,,,
990,4,3.3,2.6,2.7,4.8,1,3,26916.97743,1.908627033,1.069607973,-0.04761014506,-0.4350096881,-0.05885527283,-0.07358765602,-2.97091794,3.623504877,3,3,1,5,,
991,4.1,3.433333333,2.5,4.3,4.3,1,4,31220.16762,1.642080545,0.6748904586,0.08656646311,0.7909501195,0.7619352341,0.9526593685,-2.97091794,3.623504877,3,3,1,5,,
992,3,4.066666667,2,4,3.8,1,3,20941.17765,1.125991583,-0.08936390281,0.108951658,0.9954816699,0.7242702842,0.9055663347,-2.97091794,3.623504877,3,3,1,5,,
994,3.5,3.883333333,2.4,3.9,3.6,1,5,43880.82326,1.772810578,0.8684830666,0.053388495,0.4878059626,0.5829752684,0.7289029956,-2.97091794,3.623504877,3,3,1,5,,
997,4,3.483333333,4.1,2.4,3.9,1,2,14978.55719,0.9910312295,-0.2892209888,-0.2122431993,-1.93924737,-1.526740789,-1.908907533,-2.97091794,3.623504877,1,5,,,,
998,4.1,3.75,2.5,4,4.3,2,4,34200.8415,1.302470207,0.1719758511,0.0975933224,0.8917015791,0.7117701769,0.889937222,-2.97091794,3.623504877,3,3,1,5,,
1001,4.8,3.683333333,1.8,4.2,4.7,1,5,44012.80578,0.4629100561,-1.071293354,0.201246351,1.838770151,1.111254215,1.389418364,-2.97091794,3.623504877,4,4,3,1,5,
1002,3.1,3.783333333,2.7,3.6,3.8,1,2,19120.5931,0.5,-1.016368389,-0.005796886515,-0.05296564102,-0.293816328,-0.3673630953,-2.97091794,3.623504877,2,1,5,,,
1003,3.9,2.983333333,3.1,2.5,3.9,1,5,55311.28313,1.642080545,0.6748904586,-0.1927726269,-1.761346459,-1.152287245,-1.440722585,-2.97091794,3.623504877,2,1,5,,,
1004,3.1,3.816666667,3,3.6,4.4,2,1,12480.48675,1.752549171,0.8384788036,0.01131132431,0.1033505723,0.2871326208,0.3590063453,-2.97091794,3.623504877,3,3,1,5,,
1005,4.4,3.7,3.4,4.5,4.7,2,1,12142.83104,0.9910312295,-0.2892209888,0.1020600423,0.9325135946,0.6270799637,0.7840477824,-2.97091794,3.623504877,3,3,1,5,,
1006,3,3.666666667,4.4,2.9,4.1,1,1,13547.49289,0.9258201122,-0.3857893944,-0.1873966604,-1.712226748,-1.38061738,-1.726207256,-2.97091794,3.623504877,1,5,,,,
1007,3.5,3.65,3,4,3.6,2,1,13326.10071,1.767766953,0.8610141873,-0.008315091021,-0.07597424835,0.1582728624,0.1978909969,-2.97091794,3.623504877,3,3,1,5,,
1008,3,3.466666667,3.5,2.4,4.2,2,4,28461.16988,0.8345229626,-0.5209875107,-0.18307212,-1.672713757,-1.384782195,-1.731414557,-2.97091794,3.623504877,1,5,,,,
1009,4.4,3.316666667,2.7,4.1,4.1,1,5,46343.1331,2.314550161,1.670722365,0.03865368664,0.3531753123,0.6825620532,0.8534178734,-2.97091794,3.623504877,3,3,1,5,,
1010,3.3,3.566666667,3.2,3.7,4.1,1,4,30510.88686,1.807721496,0.9201812148,-0.03506354615,-0.3203725219,-0.01023408771,-0.01279583946,-2.97091794,3.623504877,3,3,1,5,,
1011,4.2,3.3,2.8,4.2,4.7,1,5,50516.84124,1.752549171,0.8384788036,0.06704156846,0.6125528812,0.6690343618,0.8365039825,-2.97091794,3.623504877,3,3,1,5,,
1012,3.6,3.316666667,2.9,3.6,4,1,5,56657.14163,1.552647471,0.5424528122,-0.048101753,-0.4395014644,-0.1940128952,-0.2425773144,-2.97091794,3.623504877,3,3,1,5,,
1014,2.7,3.4,3,3.8,2.7,1,4,40979.17353,0,-1.756797314,-0.1303807348,-1.191277266,-1.332657337,-1.666242003,-2.97091794,3.623504877,1,5,,,,
1016,2.3,4.05,3.8,2.9,3.9,1,5,56503.03156,2.070196629,1.3088696,-0.1318936646,-1.205100775,-0.576608181,-0.7209421396,-2.97091794,3.623504877,2,1,5,,,
1018,3.8,3.416666667,1.8,3.7,4.3,1,5,58815.8977,0.9161253572,-0.4001459479,0.07457388192,0.6813749671,0.4109947383,0.5138730407,-2.97091794,3.623504877,3,3,1,5,,
1019,3.8,3.983333333,1.8,4.1,3.7,1,3,22327.07512,1.302470207,0.1719758511,0.1400252432,1.279398322,1.002542734,1.25349462,-2.97091794,3.623504877,4,4,3,1,5,
1021,4.6,3.4,4.6,2.6,4.7,1,5,61092.56566,2.070196629,1.3088696,-0.1766066104,-1.613638997,-0.8830118179,-1.104043365,-2.97091794,3.623504877,2,1,5,,,
1022,2.7,3.116666667,1.3,3.2,4.1,1,5,127080.6934,0.4629100561,-1.071293354,-0.01133844536,-0.1035983711,-0.3455221057,-0.4320116341,-2.97091794,3.623504877,2,1,5,,,
1023,3,4.166666667,3.4,4,4,1,4,29884.18202,2.416461468,1.821638584,0.03144974634,0.2873535454,0.6709247828,0.8388676047,-2.97091794,3.623504877,3,3,1,5,,
1024,4.3,3.166666667,3.6,4.2,4.4,2,2,14644.49686,1.685018063,0.7384748459,-0.02048507892,-0.1871703565,0.04424094409,0.05531513318,-2.97091794,3.623504877,3,3,1,5,,
1025,3.6,3.866666667,3,3.8,4.3,1,4,28383.51489,1.908627033,1.069607973,0.04325114191,0.3951818645,0.563788414,0.7049133778,-2.97091794,3.623504877,3,3,1,5,,
1026,3.9,2.783333333,3.2,2.9,4.2,1,2,15771.79898,2.203892708,1.506854415,-0.1714245379,-1.566290855,-0.798004508,-0.9977573752,-2.97091794,3.623504877,2,1,5,,,
1027,3.6,3.966666667,2.6,3.4,4.4,1,1,13269.01519,0.3535533845,-1.233235002,0.0550750792,0.5032161474,0.06910336018,0.08640099317,-2.97091794,3.623504877,3,3,1,5,,
1030,3.9,3.25,2.8,3.5,4.5,1,4,35927.88756,1.035098314,-0.2239639014,-0.01939676702,-0.1772265434,-0.1889108866,-0.2361982018,-2.97091794,3.623504877,3,3,1,5,,
1033,3.7,3.283333333,2.7,2.9,3.5,1,1,8221.622067,1.414213538,0.3374518454,-0.123832047,-1.131442428,-0.7642188668,-0.9555146694,-2.97091794,3.623504877,2,1,5,,,
1034,4.9,2.816666667,2.8,3,5,1,5,47901.79692,0.3535533845,-1.233235002,-0.05427354947,-0.4958926439,-0.6802282333,-0.8504998684,-2.97091794,3.623504877,2,1,5,,,
1036,3.5,4.3,2.6,3.7,4.5,2,4,37105.49235,0.7440237999,-0.6550039053,0.122475937,1.119051814,0.6755378842,0.844635427,-2.97091794,3.623504877,3,3,1,5,,
1037,4.4,2.866666667,2.4,4.4,4,1,2,18608.75928,0.8345229626,-0.5209875107,0.02790777944,0.2549909055,0.06099630147,0.07626461238,-2.97091794,3.623504877,3,3,1,5,,
1038,2.7,3.316666667,3.4,3.1,3.3,1,2,16525.52399,0.6408699155,-0.8077601194,-0.1942091435,-1.77447176,-1.53279388,-1.916475892,-2.97091794,3.623504877,1,5,,,,
1040,3,3.866666667,2.8,3.6,4.7,1,1,12466.29484,0.5175491571,-0.9903806448,0.04597730562,0.4200905859,0.06747277826,0.08436225355,-2.97091794,3.623504877,3,3,1,5,,
1041,4.1,3.616666667,2,3.9,4,2,5,42496.94583,2.563479662,2.039351702,0.09206195176,0.8411619067,1.1407094,1.426246524,-2.97091794,3.623504877,4,4,3,1,5,
1043,4.8,3.333333333,2,4.5,4.7,1,4,30122.67088,1.187734962,0.002069266513,0.1719533652,1.571122766,1.178859353,1.473946095,-2.97091794,3.623504877,4,4,3,1,5,
1045,2.2,3.4,3.8,2.8,3.7,1,3,27398.85641,0.9258201122,-0.3857893944,-0.2306157351,-2.107115507,-1.676784039,-2.09650898,-2.97091794,3.623504877,1,5,,,,
1046,3.7,3.183333333,4.3,1.8,3.8,1,2,16451.17939,0.8345229626,-0.5209875107,-0.3277384341,-2.994517088,-2.376134634,-2.97091794,-2.97091794,3.623504877,1,5,,,,
1047,4.9,3.8,2,4.5,4.5,1,1,13103.35044,0.9910312295,-0.2892209888,0.2175510824,1.987745047,1.418503523,1.773576856,-2.97091794,3.623504877,4,4,3,1,5,
1048,3.1,4.033333333,2.2,4,3.6,1,1,8468.01231,1.457737923,0.4019052684,0.08202654123,0.7494692802,0.6625782847,0.8284318447,-2.97091794,3.623504877,3,3,1,5,,
1049,3.6,3.883333333,2.4,3.8,4,1,1,9243.346685,1.92724824,1.097183347,0.07095149159,0.6482775211,0.7605040073,0.9508699179,-2.97091794,3.623504877,3,3,1,5,,
1050,3.8,3.833333333,3.2,3.2,4.6,2,1,14085.2564,1.187734962,0.002069266513,-0.003291525412,-0.03007437661,-0.02203846537,-0.02755503543,-2.97091794,3.623504877,3,3,1,5,,
1051,2.6,3.216666667,3.5,3,3.6,2,2,16065.52532,2.390457153,1.783129811,-0.2071655244,-1.892853141,-0.9738574028,-1.217628956,-2.97091794,3.623504877,2,1,5,,,
1052,4.1,3.416666667,2,3.3,4.9,2,2,18828.30055,1.407885909,0.3280815184,0.06945675611,0.6346202493,0.5579855442,0.6976579428,-2.97091794,3.623504877,3,3,1,5,,
1053,3.1,3.85,2.2,3.6,3.6,2,5,51028.5025,0.5175491571,-0.9903806448,0.02632447332,0.2405243963,-0.0672018677,-0.08402353525,-2.97091794,3.623504877,3,3,1,5,,
1054,3.8,3.1,3,3.2,4,2,4,34173.13479,1.246423483,0.08897862583,-0.1089801267,-0.9957417846,-0.7245616913,-0.9059306979,-2.97091794,3.623504877,2,1,5,,,
1055,3.1,2.866666667,1.8,3.8,3.5,2,3,22805.35784,1.908627033,1.069607973,-0.04783049971,-0.4370230436,-0.06036528945,-0.0754756555,-2.97091794,3.623504877,3,3,1,5,,
1056,3.2,3.533333333,2.5,3.6,3.9,2,1,10914.18432,0,-1.756797314,-0.01172195189,-0.1071024388,-0.5195261836,-0.6495715976,-2.97091794,3.623504877,2,1,5,,,
1057,3.3,3.783333333,2.9,3.2,3.6,2,4,38294.31023,1.388730168,0.2997145951,-0.06028620526,-0.5508297086,-0.3381936252,-0.4228487015,-2.97091794,3.623504877,2,1,5,,,
1058,2.4,3.466666667,2.4,3,4,2,3,24062.34955,0.4629100561,-1.071293354,-0.08163286,-0.7458722591,-0.8272275329,-1.034295321,-2.97091794,3.623504877,2,1,5,,,
1059,2.5,3.45,3.2,4.1,3.1,2,5,56652.72732,1.125991583,-0.08936390281,-0.09584999084,-0.8757728934,-0.6791706681,-0.849177599,-2.97091794,3.623504877,2,1,5,,,
1060,4.5,3.25,3.4,3.2,4.8,2,3,21274.1429,0.7440237999,-0.6550039053,-0.05326607078,-0.486687392,-0.5287665129,-0.6611249447,-2.97091794,3.623504877,2,1,5,,,
1061,3.5,3.55,2.3,4.1,4.8,1,2,18233.86802,0.4629100561,-1.071293354,0.1086599305,0.9928162098,0.4767888188,0.5961364508,-2.97091794,3.623504877,3,3,1,5,,
1062,4.8,4.033333333,3.9,4.4,4.6,1,2,15685.53943,0.9910312295,-0.2892209888,0.1022273451,0.9340422153,0.6282263994,0.7854811549,-2.97091794,3.623504877,3,3,1,5,,
1063,3.9,3.65,2,3.4,4.1,2,5,73844.07475,0.9574270844,-0.338983953,0.05286239088,0.482998997,0.277503252,0.3469665945,-2.97091794,3.623504877,3,3,1,5,,
1064,3.5,3.633333333,2.3,3,3.6,1,3,24568.04934,1.302470207,0.1719758511,-0.04585285485,-0.4189534783,-0.2712211609,-0.3391120136,-2.97091794,3.623504877,2,1,5,,,
1065,2.7,3.766666667,2.3,4.1,4.3,1,2,18198.72047,0.6408699155,-0.8077601194,0.08125694096,0.7424374819,0.3548880816,0.4437220395,-2.97091794,3.623504877,3,3,1,5,,
1067,3.3,4,2.2,3.9,3.6,1,5,50716.23823,0.7559289336,-0.6373741031,0.07544882596,0.6893692613,0.3576834202,0.4472171068,-2.97091794,3.623504877,3,3,1,5,,
1068,2.7,3.65,2.6,3.8,3.8,2,5,48361.86145,0,-1.756797314,-0.00869901292,-0.07948211581,-0.4988109171,-0.6236709952,-2.97091794,3.623504877,2,1,5,,,
1069,4,3.55,1.9,3.3,4.1,2,2,18724.21011,1.669045925,0.7148223519,0.04278180376,0.3908935785,0.4718757868,0.5899935961,-2.97091794,3.623504877,3,3,1,5,,
1073,3.1,3.6,1.8,3.5,3.1,2,2,19587.6011,0.4629100561,-1.071293354,-0.0115726348,-0.1057381406,-0.347126931,-0.4340181649,-2.97091794,3.623504877,2,1,5,,,
