participantid,extraversionbig5,agreeable,neuroticismbig5,conscientiousnessbig5,opennessbig5,income,education,totalallowance,assignedallowancelevel,stdactions,z_extraversionbig5,z_agreeable,z_neuroticismbig5,z_conscientiousnessbig5,z_opennessbig5,z_net_income,z_stdactions,reducation,weighted_ttp,min_weighted_ttp,max_weighted_ttp,weighted_ttp06,choice_length_deterministic,bs_weighted_loyalty,weighted_loyalty,min_weighted_loyalty,max_weighted_loyalty,weighted_loyalty15,choice1_loyalty_deterministic,choice2_loyalty_deterministic,choice3_loyalty_deterministic,choice4_loyalty_deterministic,choice5_loyalty_deterministic,WTP_calculated,z_WTP_calculated,min_WTP_calculated,max_WTP_calculated,WTP_calculated15,choice1_WTP_deterministic,choice2_WTP_deterministic,choice3_WTP_deterministic,choice4_WTP_deterministic,choice5_WTP_deterministic,WTP_noincome,weighted_WTP_categorical,z_WTP_categorical,RT_calculated_hs,z_RT_calculated_hs,min_RT_calculated,max_RT_calculated,RT_calculated15,choice1_RT_deterministic,choice2_RT_deterministic,choice3_RT_deterministic,choice4_RT_deterministic,choice5_RT_deterministic,RT_noincome_hs,weighted_RT_categorical,z_RT_categorical,Flexibility_calculated_ivw,z_Flexibility_calculated_ivw,anchored_flexibility,z_anchored_flexibility,min_Flexibility_combined,max_Flexibility_combined,Flexibility_combined15,choice1_flex_deterministic,choice2_flex_deterministic,choice3_flex_deterministic,choice4_flex_deterministic,choice5_flex_deterministic,sWTP_calculated,min_sWTP_calculated,max_sWTP_calculated,sWTP_calculated15,choice1_WTP_calculated_stoc,choice2_WTP_calculated_stoc,choice3_WTP_calculated_stoc,choice4_WTP_calculated_stoc,choice5_WTP_calculated_stoc
759,4.4,4.233333333,1,4.9,4.6,44799.08676,2,200,5,2.251983166,1.204857349,1.841186523,-2.488637924,2.220767498,1.064042091,0.9295679331,1.578069568,1,0.01529272273,-0.07178839296,0.1379993707,2.490507364,2,0.05676556006,1.582787752,3.400620699,-3.031393766,4,5,2,,,,0.7211659551,1.035714984,-1.397873402,5.470183372,2,2,1,4,5,,0.07232756168,1.202955604,1.870664358,-0.02908047661,-0.4452412724,-2.646594286,3.333152533,2,2,1,3,5,,-0.03547050804,-0.02432000823,-0.3723843396,0.3873223364,3.360611439,2.914975882,3.648804188,-2.965258121,3.648804188,5,5,,,,,0.6940614581,-1.859476447,3.782505274,3,1,4,5,,
760,3.9,4.05,2.9,4.5,4,16477.15592,2,32,2,1.581138849,0.4895052314,1.350033402,0.2892793417,1.506037712,-0.119792819,-0.6694928408,0.5846444964,1,0.06545747072,-0.07178839296,0.1379993707,3.925212145,3,0.03562444821,0.9933124781,3.400620699,-3.031393766,4,5,2,,,,-0.4453402162,-0.6395831108,-1.397873402,5.470183372,1,3,2,1,4,5,0.02196578309,-0.4027184248,-0.6083310843,-0.1112163514,-1.702795744,-2.646594286,3.333152533,1,4,2,1,3,5,-0.1066141278,-0.1108320281,-1.697045803,0.1299111247,1.127176881,0.9915437698,1.241159201,-2.965258121,3.648804188,4,1,5,,,,-0.4811991453,-1.859476447,3.782505274,2,2,1,4,5,
762,5,3.816666667,2.6,4.9,4,18788.37342,2,32,2,0.8864052892,2.063279867,0.7249293327,-0.1493391693,2.220767498,-0.119792819,-0.5390011072,-0.4441571534,1,0.02819474414,-0.07178839296,0.1379993707,2.859503508,2,0.000825530733,0.02301818319,3.400620699,-3.031393766,3,4,5,2,,,-0.2224403918,-0.3194616437,-1.397873402,5.470183372,1,3,2,1,4,5,0.1537823826,-0.270901829,-0.4048198462,-0.06111643091,-0.9357329011,-2.646594286,3.333152533,2,2,1,3,5,,-0.0574112311,-0.06162913144,-0.9436570406,0.1895439625,1.644582629,1.122397661,1.404954791,-2.965258121,3.648804188,4,1,5,,,,0.05162367597,-1.859476447,3.782505274,2,2,1,4,5,
763,3.7,3.316666667,2.3,3.8,3.7,48675.80239,2,200,5,1.407885909,0.2033643872,-0.61457932,-0.5879576802,0.2552606463,-0.7117102742,1.148447871,0.3280815184,1,0.006463233847,-0.07178839296,0.1379993707,2.237985373,2,-0.02880978025,-0.8032998443,3.400620699,-3.031393766,2,1,4,5,2,,0.8252287507,1.185166597,-1.397873402,5.470183372,2,2,1,4,5,,0.02361214533,1.154240131,1.795452595,0.02540283464,0.3889341652,-2.646594286,3.333152533,3,1,3,5,,,0.01750817709,0.02865867689,0.4388187826,-0.003024056787,-0.02623830177,0.06234165281,0.07803580165,-2.965258121,3.648804188,3,3,1,5,,,0.4331639707,-1.859476447,3.782505274,3,1,4,5,,
764,3.8,3.433333333,2.8,4,3.5,27483.31599,2,72,3,0.7559289336,0.3464348018,-0.3020273149,0.1430731863,0.6126255393,-1.106321931,-0.04808327928,-0.6373741031,1,0.02737514675,-0.07178839296,0.1379993707,2.836063147,2,-0.02487811074,-0.6936735511,3.400620699,-3.031393766,2,1,4,5,2,,-0.002518970752,-0.003617662005,-1.397873402,5.470183372,2,2,1,4,5,,0.03104315884,-0.1550282389,-0.2259229422,-0.03261591494,-0.499371171,-2.646594286,3.333152533,2,2,1,3,5,,-0.03228538111,-0.03406058252,-0.521530807,-0.01838942058,-0.1595562398,-0.2790107131,-0.3492500484,-2.965258121,3.648804188,2,4,3,1,5,,0.1922962666,-1.859476447,3.782505274,2,2,1,4,5,
765,4.5,3.95,2.2,4.5,4.5,12899.51623,1,12,1,0.3535533845,1.34792769,1.082131624,-0.7341638803,1.506037712,0.8667362928,-0.8714869618,-1.233235002,0,-0.002146549989,-0.07178839296,0.1379993707,1.991746783,1,0.02972202562,0.828735888,3.400620699,-3.031393766,4,5,2,,,,-0.5153326392,-0.7401039004,-1.397873402,5.470183372,1,3,2,1,4,5,0.0929652825,-0.6342219114,-0.9657486677,-0.03059452586,-0.4684223831,-2.646594286,3.333152533,2,2,1,3,5,,-0.02460375242,-0.03143445402,-0.4813198745,0.2183820456,1.894796968,1.112788916,1.392927051,-2.965258121,3.648804188,4,1,5,,,,-0.930095315,-1.859476447,3.782505274,1,3,2,1,4,5
766,4.3,3.433333333,1.5,4,4.5,37777.56148,2,128,4,0.4629100561,1.06178689,-0.3020273149,-1.757607102,0.6126255393,0.8667362928,0.5331314802,-1.071293354,1,-0.02077234723,-0.07178839296,0.1379993707,1.459051609,1,-0.0102702789,-0.2863650322,3.400620699,-3.031393766,3,4,5,2,,,0.4595837891,0.6600392461,-1.397873402,5.470183372,2,2,1,4,5,,0.08745801449,0.3367897272,0.533393383,0.08495313674,1.300688624,-2.646594286,3.333152533,4,3,5,,,,0.08128828555,0.08373139054,1.282085419,0.1564272344,1.357244611,0.7501101494,0.9389460087,-2.965258121,3.648804188,3,3,1,5,,,0.8780199885,-1.859476447,3.782505274,3,1,4,5,,
767,4,3.15,3.7,3.9,4.1,33433.06746,2,128,4,1.035098314,0.6325756311,-1.061082244,1.458928704,0.433943063,0.07751300186,0.2878406346,-0.2239639014,1,0.03369298205,-0.07178839296,0.1379993707,3.016752243,3,-0.03818075731,-1.064589739,3.400620699,-3.031393766,2,1,4,5,2,,0.263876617,0.3789709806,-1.397873402,5.470183372,2,2,1,4,5,,0.06296385825,0.3122955561,0.4955768883,0.007909417152,0.1210983992,-2.646594286,3.333152533,3,1,3,5,,,0.005930744112,0.008373844437,0.1282199174,-0.09450180829,-0.8199471831,-0.6709513664,-0.8398594856,-2.965258121,3.648804188,2,4,3,1,5,,0.324605763,-1.859476447,3.782505274,2,2,1,4,5,
768,3.1,3.583333333,2,4.4,4.3,24178.94699,2,72,3,1.407885909,-0.6550581455,0.09982528538,-1.026576161,1.327355266,0.4721246362,-0.234648481,0.3280815184,1,0.03332164139,-0.07178839296,0.1379993707,3.006131887,3,0.01470309962,0.4099648595,3.400620699,-3.031393766,3,4,5,2,,,-0.2166748047,-0.311181277,-1.397873402,5.470183372,1,3,2,1,4,5,-0.05289015919,-0.2389615625,-0.3555073738,-0.0353146866,-0.5406911373,-2.646594286,3.333152533,2,2,1,3,5,,-0.0337016657,-0.03547686711,-0.5432168245,0.1243358701,1.078803062,0.8911226988,1.115457654,-2.965258121,3.648804188,4,1,5,,,,0.2467011809,-1.859476447,3.782505274,2,2,1,4,5,
769,3.6,3.833333333,3.4,3.6,4.4,24118.23662,2,72,3,1.414213538,0.06029396132,0.769579649,1.020310163,-0.1021042541,0.6694304347,-0.2380761951,0.3374518454,1,0.0615183264,-0.07178839296,0.1379993707,3.812553167,3,0.03054806776,0.8517683148,3.400620699,-3.031393766,4,5,2,,,,-0.1709066778,-0.2454505861,-1.397873402,5.470183372,1,3,2,1,4,5,-0.004729496781,-0.1908008903,-0.2811522484,-0.03606756777,-0.5522182584,-2.646594286,3.333152533,2,2,1,3,5,,-0.03443098441,-0.03620618582,-0.5543840528,-0.001040400588,-0.009027061053,0.07759266347,0.09712616354,-2.965258121,3.648804188,3,3,1,5,,,-0.0800998807,-1.859476447,3.782505274,2,2,1,4,5,
770,3.8,3.183333333,3.8,3.7,4.9,29142.92907,2,128,4,1.164964795,0.3464348018,-0.971781671,1.605134964,0.07657819241,1.655959487,0.0456187427,-0.03165011108,1,0.03928723186,-0.07178839296,0.1379993707,3.176747084,3,-0.01529592462,-0.4264945388,3.400620699,-3.031393766,3,4,5,2,,,0.07113923877,0.1021678522,-1.397873402,5.470183372,2,2,1,4,5,,0.03929735348,0.288629055,0.4590382576,0.04254487157,0.6513900757,-2.646594286,3.333152533,3,1,3,5,,,0.04223127663,0.04467437789,0.6840492487,-0.07477170229,-0.6487584114,-0.4944813251,-0.6189641356,-2.965258121,3.648804188,2,4,3,1,5,,-0.1206396818,-1.859476447,3.782505274,2,2,1,4,5,
771,4.2,4.116666667,2.4,4.1,3.6,61680.21565,2,200,5,0.7071067691,0.9187164903,1.528634548,-0.4417515099,0.7913079858,-0.9090160728,1.882679224,-0.709672749,1,0.04131828621,-0.07178839296,0.1379993707,3.234834909,3,0.02827367932,0.7883518338,3.400620699,-3.031393766,3,4,5,2,,,1.367723703,1.964280128,-1.397873402,5.470183372,3,1,4,5,,,0.05361357704,1.184241533,1.841771722,-0.06262599677,-0.9588453174,-2.646594286,3.333152533,2,2,1,3,5,,-0.07556790859,-0.06441740692,-0.9863507748,0.129328534,1.122122049,0.6641733646,0.8313751221,-2.965258121,3.648804188,3,3,1,5,,,1.508473277,-1.859476447,3.782505274,3,1,4,5,,
772,3.9,3.766666667,2.4,4,4.3,25000.94825,2,72,3,1.922609806,0.4895052314,0.5909784436,-0.4417515099,0.6126255393,0.4721246362,-0.1882381588,1.090314388,1,0.02959902957,-0.07178839296,0.1379993707,2.899665833,2,0.01864253357,0.5198076367,3.400620699,-3.031393766,3,4,5,2,,,-0.1000696942,-0.143716827,-1.397873402,5.470183372,1,3,2,1,4,5,0.03132053837,-0.1547508687,-0.2254947126,-0.01220186427,-0.1868185848,-2.646594286,3.333152533,3,1,3,5,,,-0.01090787817,-0.01268307772,-0.1942010969,0.1062453538,0.9218403101,0.9639588594,1.206629872,-2.965258121,3.648804188,4,1,5,,,,-0.332870394,-1.859476447,3.782505274,2,2,1,4,5,
773,4.2,3.316666667,2.2,3.8,4,17602.9522,2,32,2,1.603567481,0.9187164903,-0.61457932,-0.7341638803,0.2552606463,-0.119792819,-0.6059302092,0.6178581119,1,-0.007314111572,-0.07178839296,0.1379993707,1.843955159,1,-0.02934900112,-0.8183348775,3.400620699,-3.031393766,2,1,4,5,2,,-0.3429122865,-0.4924794436,-1.397873402,5.470183372,1,3,2,1,4,5,0.08002699912,-0.3446572125,-0.5186905861,0.04964079708,0.7600333691,-2.646594286,3.333152533,3,1,3,5,,,0.05380608141,0.04958818108,0.7592887878,0.0369328931,0.3204491138,0.3948013783,0.4941903353,-2.965258121,3.648804188,3,3,1,5,,,-0.6820613742,-1.859476447,3.782505274,2,2,1,4,5,
775,3.1,3.9,3.5,3.3,4.1,19263.57161,2,32,2,1.195228577,-0.6550581455,0.9481807947,1.166516423,-0.6381515861,0.07751300186,-0.5121713877,0.01316624507,1,0.07363604009,-0.07178839296,0.1379993707,4.159118176,4,0.0366104655,1.020805478,3.400620699,-3.031393766,4,5,2,,,,-0.4208410978,-0.6043982506,-1.397873402,5.470183372,1,3,2,1,4,5,-0.06334546953,-0.4880296588,-0.7400428653,-0.06093752384,-0.93299371,-2.646594286,3.333152533,2,2,1,3,5,,-0.05741675571,-0.06163465604,-0.9437416792,-0.05799794942,-0.5032205582,-0.3741238713,-0.4683073759,-2.965258121,3.648804188,2,4,3,1,5,,-1.033902287,-1.859476447,3.782505274,1,3,2,1,4,5
776,3.9,3.433333333,2.4,3.3,3.4,37260.97209,1,128,4,1.457737923,0.4895052314,-0.3020273149,-0.4417515099,-0.6381515861,-1.303627729,0.5039647818,0.4019052684,0,-0.02723952197,-0.07178839296,0.1379993707,1.274091363,1,-0.02844813839,-0.7932162285,3.400620699,-3.031393766,2,1,4,5,2,,0.3940935433,0.5659843087,-1.397873402,5.470183372,2,2,1,4,5,,0.04232612997,0.2916578352,0.4637143612,0.03226613253,0.4940157831,-2.646594286,3.333152533,3,1,3,5,,,0.02880178019,0.03124488145,0.4784184396,-0.04995211214,-0.4334106743,-0.2245816886,-0.28111884,-2.965258121,3.648804188,3,3,1,5,,,0.0987727195,-1.859476447,3.782505274,2,2,1,4,5,
777,4.1,3.533333333,2.3,3.5,4.1,25152.09127,2,72,3,2.138089895,0.7756460309,-0.03412557766,-0.5879576802,-0.2807866931,0.07751300186,-0.1797046065,1.409409761,1,0.003211523872,-0.07178839296,0.1379993707,2.144986868,2,-0.007828643546,-0.2182851881,3.400620699,-3.031393766,3,4,5,2,,,-0.06384342164,-0.09168983996,-1.397873402,5.470183372,1,3,2,1,4,5,0.06159039214,-0.1244810075,-0.1787611693,0.04756982625,0.7283254266,-2.646594286,3.333152533,3,1,3,5,,,0.04880515113,0.04702994972,0.7201174498,0.03468421102,0.3009383678,0.5780562162,0.7235785127,-2.965258121,3.648804188,3,3,1,5,,,-0.04897051677,-1.859476447,3.782505274,2,2,1,4,5,
778,3.1,3.516666667,2.3,2.8,4.4,48539.63663,1,200,5,1.767766953,-0.6550581455,-0.07877586782,-0.5879576802,-1.531563759,0.6694304347,1.140759945,0.8610141873,0,-0.01673062332,-0.07178839296,0.1379993707,1.574644327,1,0.01134378556,0.3162975013,3.400620699,-3.031393766,3,4,5,2,,,0.7455614209,1.070750952,-1.397873402,5.470183372,2,2,1,4,5,,-0.05068904161,1.079939008,1.680739403,0.08249218017,1.263009787,-2.646594286,3.333152533,4,3,5,,,,0.07465036958,0.08580087125,1.313773036,-0.03980537131,-0.3453722298,-0.04377562553,-0.05479588732,-2.965258121,3.648804188,3,3,1,5,,,0.4655259848,-1.859476447,3.782505274,3,1,4,5,,
779,4.3,2.633333333,2.4,4.3,4.5,16997.83941,2,32,2,0.8345229626,1.06178689,-2.445241213,-0.4417515099,1.148672819,0.8667362928,-0.6400949955,-0.5209875107,1,-0.02823421732,-0.07178839296,0.1379993707,1.245643139,1,-0.07654841989,-2.134391069,3.400620699,-3.031393766,1,3,1,4,5,2,-0.3329148591,-0.4781214595,-1.397873402,5.470183372,1,3,2,1,4,5,0.1138714403,-0.3108127713,-0.4664382339,0.1062660888,1.627003908,-2.646594286,3.333152533,4,3,5,,,,0.1106662229,0.1064483225,1.629924297,0.005972974002,0.05182464793,-0.09137839079,-0.1143823713,-2.965258121,3.648804188,3,3,1,5,,,-0.7657463551,-1.859476447,3.782505274,1,3,2,1,4,5
780,4,3.766666667,2.6,3.3,4.6,96573.49809,2,200,5,0.8345229626,0.6325756311,0.5909784436,-0.1493391693,-0.6381515861,1.064042091,3.8527596,-0.5209875107,1,0.02186943591,-0.07178839296,0.1379993707,2.67860055,2,0.02372796647,0.6616042256,3.400620699,-3.031393766,3,4,5,2,,,2.731829643,3.923364639,-1.397873402,5.470183372,4,4,5,,,,0.04260350764,1.173231483,1.824773312,0.07309597731,1.119147658,-2.646594286,3.333152533,4,3,5,,,,0.04661135003,0.05776184797,0.8844429851,0.05064642802,0.4394349158,0.1993293166,0.2495093048,-2.965258121,3.648804188,3,3,1,5,,,3.053917408,-1.859476447,3.782505274,5,5,,,,
781,4.3,3.866666667,3.1,4.5,4.9,15522.03253,2,32,2,0.7440237999,1.06178689,0.8588802218,0.5816916823,1.506037712,1.655959487,-0.7234192491,-0.6550039053,1,0.05373051763,-0.07178839296,0.1379993707,3.589822769,3,0.03428583965,0.9559882283,3.400620699,-3.031393766,4,5,2,,,,-0.4317958951,-0.6201311946,-1.397873402,5.470183372,1,3,2,1,4,5,0.07315073907,-0.3515334427,-0.5293067694,-0.04305625334,-0.6592196226,-2.646594286,3.333152533,2,2,1,3,5,,-0.03808332607,-0.04230122641,-0.6477105618,0.1538745612,1.33509624,0.8375712037,1.04842484,-2.965258121,3.648804188,4,1,5,,,,-0.4396468103,-1.859476447,3.782505274,2,2,1,4,5,
784,4,3.666666667,2.7,3.9,4.3,64229.43722,2,200,5,5.126959324,0.6325756311,0.323076725,-0.003132989397,0.433943063,0.4721246362,2.026608706,5.835500717,1,0.02963920496,-0.07178839296,0.1379993707,2.900814772,2,0.008951604366,0.2495965809,3.400620699,-3.031393766,3,4,5,2,,,1.460478067,2.097491026,-1.397873402,5.470183372,3,1,4,5,,,0.045905184,1.176533222,1.82987082,0.01271943096,0.1947428882,-2.646594286,3.333152533,3,1,3,5,,,-0.001211877097,0.009938622825,0.1521796137,0.06382172555,0.5537506938,1.874188185,2.346004248,-2.965258121,3.648804188,5,5,,,,,2.272431135,-1.859476447,3.782505274,4,4,5,,,
786,3.8,2.833333333,1.8,3.7,3.5,13922.81158,2,12,1,0,0.3464348018,-1.909437656,-1.318988562,0.07657819241,-1.106321931,-0.813711524,-1.756797314,1,-0.03465274349,-0.07178839296,0.1379993707,1.062074304,1,-0.07458671182,-2.079692841,3.400620699,-3.031393766,1,3,1,4,5,2,-0.5171174407,-0.7426671982,-1.397873402,5.470183372,1,3,2,1,4,5,0.05085322633,-0.6994407177,-1.066439748,0.08173291385,1.251384854,-2.646594286,3.333152533,4,3,5,,,,0.08732652664,0.0804958269,1.232542872,-0.04465352371,-0.3874373436,-0.7297773361,-0.9134945273,-2.965258121,3.648804188,2,4,3,1,5,,-0.8075145483,-1.859476447,3.782505274,1,3,2,1,4,5
787,3.5,3.833333333,2.9,2.8,3.9,36052.73741,2,128,4,1.457737923,-0.08277645707,0.769579649,0.2892793417,-1.531563759,-0.3170986474,0.4357476234,0.4019052684,1,0.03649398685,-0.07178839296,0.1379993707,3.096860647,3,0.02113490738,0.5893022418,3.400620699,-3.031393766,3,4,5,2,,,0.2881393731,0.4138163626,-1.397873402,5.470183372,2,2,1,4,5,,-0.01601246744,0.2333192378,0.3736455739,0.01397980005,0.2140399665,-2.646594286,3.333152533,3,1,3,5,,,0.01098438539,0.01342748571,0.2056006491,-0.06237433851,-0.5411924124,-0.3054179847,-0.3823051751,-2.965258121,3.648804188,2,4,3,1,5,,0.7018321753,-1.859476447,3.782505274,3,1,4,5,,
789,4.2,3.483333333,2.6,3.6,4.3,28365.28714,1,128,4,0.9161253572,0.9187164903,-0.1680764407,-0.1493391693,-0.1021042541,0.4721246362,0.001712954603,-0.4001459479,0,-0.0208472982,-0.07178839296,0.1379993707,1.456907988,1,-0.009049461223,-0.2523251176,3.400620699,-3.031393766,3,4,5,2,,,0.07571984828,0.1087463796,-1.397873402,5.470183372,2,2,1,4,5,,0.0745242089,0.3238559067,0.5134248734,0.04918966815,0.7531262636,-2.646594286,3.333152533,3,1,3,5,,,0.04917789251,0.05162099004,0.7904149294,0.02761787735,0.2396271676,0.07968388498,0.09974383563,-2.965258121,3.648804188,3,3,1,5,,,-0.1800448745,-1.859476447,3.782505274,2,2,1,4,5,
791,3.1,3.75,2.5,3.7,4.3,20238.30956,2,32,2,1.281739831,-0.6550581455,0.546328187,-0.2955453396,0.07657819241,0.4721246362,-0.4571374953,0.1412771195,1,0.0442988351,-0.07178839296,0.1379993707,3.320078135,3,0.0285110455,0.794970274,3.400620699,-3.031393766,3,4,5,2,,,-0.3774749339,-0.5421171784,-1.397873402,5.470183372,1,3,2,1,4,5,-0.05839295685,-0.4830771685,-0.7323967218,-0.02549539693,-0.3903513551,-2.646594286,3.333152533,2,2,1,3,5,,-0.0223529432,-0.02657084353,-0.4068488479,0.04681650549,0.4062045217,0.3399726748,0.4255588055,-2.965258121,3.648804188,3,3,1,5,,,-0.6613429189,-1.859476447,3.782505274,2,2,1,4,5,
792,1.6,3.566666667,2,2.1,4.1,21966.28102,2,72,3,1.388730168,-2.801114321,0.05517499894,-1.026576161,-2.782341003,0.07751300186,-0.3595759571,0.2997145951,1,0.0282205008,-0.07178839296,0.1379993707,2.860239983,2,0.03008702025,0.8389130235,3.400620699,-3.031393766,4,5,2,,,,-0.4725684524,-0.6786873937,-1.397873402,5.470183372,1,3,2,1,4,5,-0.2215844393,-0.4076558352,-0.6159539223,0.0556278713,0.8516994119,-2.646594286,3.333152533,3,1,3,5,,,0.05809966847,0.05632446706,0.86243397,-0.1313667595,-1.139806747,-0.7799264193,-0.9762683511,-2.965258121,3.648804188,2,4,3,1,5,,-0.4577408135,-1.859476447,3.782505274,2,2,1,4,5,
793,3.9,3.45,2.7,4.8,4.7,23112.67631,2,72,3,2.669269562,0.4895052314,-0.2573770285,-0.003132989397,2.042085171,1.26134789,-0.2948502898,2.196011305,1,0.03600757197,-0.07178839296,0.1379993707,3.082949162,3,0.001062896918,0.02963663824,3.400620699,-3.031393766,3,4,5,2,,,-0.1640296578,-0.2355740368,-1.397873402,5.470183372,1,3,2,1,4,5,0.04177585244,-0.1442955434,-0.2093527764,-0.02645325661,-0.4050168097,-2.646594286,3.333152533,2,2,1,3,5,,-0.0244263988,-0.02620159835,-0.4011950195,0.1328221262,1.152434349,1.413328648,1.769125938,-2.965258121,3.648804188,4,1,5,,,,-0.7578126788,-1.859476447,3.782505274,1,3,2,1,4,5
795,5,2.5,4.1,2.6,4.8,18913.97064,2,32,2,1.690308452,2.063279867,-2.802443504,2.043753386,-1.888928652,1.458653688,-0.531909883,0.7463091612,1,-0.02854981646,-0.07178839296,0.1379993707,1.236617088,1,-0.09094632417,-2.535845995,3.400620699,-3.031393766,1,3,1,4,5,2,-0.1740186214,-0.2499198616,-1.397873402,5.470183372,1,3,2,1,4,5,0.1972544789,-0.2274297178,-0.337703377,0.2123885006,3.251808167,-2.646594286,3.333152533,5,5,,,,,0.2160449475,0.2118270546,3.24347043,-0.2534376979,-2.198958158,-1.462641358,-1.830852866,-2.965258121,3.648804188,1,2,4,3,1,5,-0.1595002562,-1.859476447,3.782505274,2,2,1,4,5,
797,3,3.783333333,3.3,3.9,4.9,38111.56779,2,128,4,1.832250714,-0.7981285453,0.6356287599,0.874104023,0.433943063,1.655959487,0.5519895554,0.9565054774,1,0.0742027387,-0.07178839296,0.1379993707,4.175325394,4,0.04566198587,1.273187995,3.400620699,-3.031393766,4,5,2,,,,0.314512223,0.4516921937,-1.397873402,5.470183372,2,2,1,4,5,,-0.07077648491,0.1785552204,0.2890955806,-0.04085570946,-0.6255278587,-2.646594286,3.333152533,2,2,1,3,5,,-0.04465019703,-0.04220709577,-0.6462692618,0.03726641461,0.3233429193,0.481633544,0.602881968,-2.965258121,3.648804188,3,3,1,5,,,-0.2412167341,-1.859476447,3.782505274,2,2,1,4,5,
799,2.9,4.166666667,2.5,4.2,3.5,33599.42912,1,128,4,0.9258201122,-0.941198945,1.662585378,-0.2955453396,0.9699904323,-1.106321931,0.2972334623,-0.3857893944,0,0.04684694111,-0.07178839296,0.1379993707,3.392953634,3,0.0485323146,1.353221059,3.400620699,-3.031393766,4,5,2,,,,0.1127530709,0.1619322896,-1.397873402,5.470183372,2,2,1,4,5,,-0.09471588582,0.1546158195,0.2521356046,-0.1420951635,-2.175570726,-2.646594286,3.333152533,1,4,2,1,3,5,-0.1441383958,-0.1416953057,-2.169620514,0.09255414456,0.8030481935,0.5058388114,0.6331807971,-2.965258121,3.648804188,3,3,1,5,,,-0.1961277872,-1.859476447,3.782505274,2,2,1,4,5,
800,2.4,3.866666667,3.2,3.1,4.2,56410.91629,2,200,5,1.125991583,-1.656551123,0.8588802218,0.7278978825,-0.995516479,0.2748188078,1.585173726,-0.08936390281,1,0.07551409304,-0.07178839296,0.1379993707,4.212830067,4,0.04585588351,1.278594375,3.400620699,-3.031393766,4,5,2,,,,0.9652255177,1.386225343,-1.397873402,5.470183372,3,1,4,5,,,-0.1412257105,0.9894022942,1.540959954,-0.03974338248,-0.6084974408,-2.646594286,3.333152533,2,2,1,3,5,,-0.05064018071,-0.03948967904,-0.604660511,-0.07084140927,-0.6146571636,-0.4833338559,-0.6050103307,-2.965258121,3.648804188,2,4,3,1,5,,1.432883978,-1.859476447,3.782505274,3,1,4,5,,
801,2.6,4.066666667,3.5,3.8,4.4,65825.68334,2,200,5,1.505940676,-1.370410204,1.394683719,1.166516423,0.2552606463,0.6694304347,2.116732836,0.4732866883,1,0.1005346179,-0.07178839296,0.1379993707,4.928413391,4,0.06394082308,1.782854795,3.400620699,-3.031393766,4,5,2,,,,1.352216363,1.942008972,-1.397873402,5.470183372,3,1,4,5,,,-0.1252631247,1.005364895,1.565604568,-0.09840774536,-1.506687522,-2.646594286,3.333152533,1,4,2,1,3,5,-0.1129585803,-0.1018080786,-1.558872223,0.009580907412,0.08312896639,0.1806683987,0.226150617,-2.965258121,3.648804188,3,3,1,5,,,1.30238533,-1.859476447,3.782505274,3,1,4,5,,
802,3.2,3.65,2.8,3.2,4.2,71323.67475,2,200,5,1.457737923,-0.5119876862,0.2784264386,0.1430731863,-0.8168340325,0.2748188078,2.427150488,0.4019052684,1,0.03789597005,-0.07178839296,0.1379993707,3.136957169,3,0.01665624976,0.4644243419,3.400620699,-3.031393766,3,4,5,2,,,1.650342703,2.370168447,-1.397873402,5.470183372,3,1,4,5,,,-0.04380830377,1.086819649,1.691362381,0.02632527798,0.4030573964,-2.646594286,3.333152533,3,1,3,5,,,0.009640567936,0.02079106867,0.3183509409,-0.03577987105,-0.3104448915,-0.1323573589,-0.1656775624,-2.965258121,3.648804188,3,3,1,5,,,1.315531135,-1.859476447,3.782505274,3,1,4,5,,
803,4.1,3.65,2,3.5,4.1,79910.17061,2,200,5,1.597989798,0.7756460309,0.2784264386,-1.026576161,-0.2807866931,0.07751300186,2.911945343,0.6095983386,1,0.0001711193472,-0.07178839296,0.1379993707,2.058031797,2,0.001836917712,0.051218573,3.400620699,-3.031393766,3,4,5,2,,,2.090276241,3.001986504,-1.397873402,5.470183372,4,4,5,,,,0.05773843452,1.188366413,1.848140121,0.06785190105,1.038857341,-2.646594286,3.333152533,4,3,5,,,,0.04783461243,0.0589851141,0.9031734467,0.07365575433,0.6390758753,0.6317064762,0.7907348871,-2.965258121,3.648804188,3,3,1,5,,,2.008448601,-1.859476447,3.782505274,4,4,5,,,
805,2.8,3.066666667,2.9,3.8,3.3,47788.3963,2,200,5,1.069044948,-1.084269404,-1.284333706,0.2892793417,0.2552606463,-1.500933528,1.098344803,-0.1736937761,1,0.03139457852,-0.07178839296,0.1379993707,2.951018095,2,-0.04552169144,-1.269276142,3.400620699,-3.031393766,2,1,4,5,2,,0.6969642639,1.00095737,-1.397873402,5.470183372,2,2,1,4,5,,-0.06968040019,1.060947537,1.651418447,-0.02337927744,-0.3579521477,-2.646594286,3.333152533,2,2,1,3,5,,-0.03092951514,-0.01977901533,-0.3028532267,-0.1328330785,-1.152529359,-0.9078204632,-1.136358976,-2.965258121,3.648804188,2,4,3,1,5,,1.054960012,-1.859476447,3.782505274,3,1,4,5,,
