participant_id,agreeable,allowance_level,extraversion,group_experiment,honesty_humility,neuroticism,openness,religious_affiliation,religious_service,study_program,twt_sospeso,z_agreeable,z_openness,z_hh,z_extraversion,z_neuroticism,rs_01,religious_composite,z_religious,weighted_prosocial,z_weighted_prosocial,z_obs_pb,anchored_pb,income_high,level_intercept,direct_effect,z_direct_effect,z_anchored_pb,prosocial_effect,di_i,disclose
854,4.0500002,2,3.5,MidSub,4.125,2.4000001,3.9000001,0,1,BIEF,0,1.3500338,-.31709847,1.311723,-.08277645,-.44175136,.25,.125,-.24554211,.048986543,.56905693,-.33912086,.34201247,0,.0055403002,.036066033,1.0435504,.42904583,0,1.2717752,Y
849,2.8666666,2,3.9000001,NoSub,2.625,3,4,0,2,BIEM,0,-1.8201374,-.11979283,-1.3732537,.48950535,.43548551,.5,.25,.23190089,-.070130445,-.81467712,-.33912086,-.69578803,0,.0055403002,-.02416726,-.69926327,-.87284815,0,.40036836,Y
1051,3.2166667,2,2.5999999,HighSub,2.625,3.5,3.5999999,0,1,MM,0,-.88248098,-.90901625,-1.3732537,-1.3704103,1.1665164,.25,.125,-.24554211,-.093218498,-1.0828817,-.33912086,-.89694148,0,.0055403002,-.024020117,-.69500577,-1.12519,0,.40249711,Y
981,3.3666666,2,4.0999999,HighSub,2.8125,3.0999999,3.3,1,3,BESS-CLES,2,-.48062879,-1.5009336,-1.0376316,.77564591,.58169156,.75,.875,2.6191158,.11044674,1.2830154,-.13709141,.92798865,0,.0055403002,-.0097789047,-.28294495,1.1641378,0,.60852754,Y
946,3.1833334,2,3.8,NoSub,3.25,2.4000001,4.5,0,0,BEMACS,0,-.97178149,.86673623,-.25451341,.34643474,-.44175136,0,0,-.72298509,-.065249711,-.75797963,-.33912086,-.65326494,0,.0055403002,-.0073165419,-.21169798,-.81950408,0,.64415103,Y
936,3.6500001,2,3.8,NoSub,2.6875,2.3,4.1999998,1,4,M,1,.27842668,.27481842,-1.2613797,.34643474,-.58795774,1,1,3.0965588,.18357868,2.1325595,-.23810615,1.5398932,0,.0055403002,-.0396077,-1.146023,1.9317564,0,.17698848,Y
893,3.5333333,2,3.9000001,NoSub,3.6875,2.8,3.9000001,0,2,BESS-CLES,0,-.034125689,-.31709847,.52860481,.48950535,.14307311,.5,.25,.23190089,.025267422,.29352146,-.33912086,.13536088,0,.0055403002,.026949096,.77975744,.16980675,0,1.1398787,Y
811,2.6666667,2,4.3000002,HighSub,2,2.9000001,4.5999999,0,0,MM,0,-2.3559403,1.0640419,-2.4919941,1.0617871,.28927949,0,0,-.72298509,-.16101016,-1.8703902,-.33912086,-1.4875729,0,.0055403002,-.055901568,-1.6174762,-1.8661219,0,-.058738112,N
954,3.7666667,2,4.1999998,MidSub,3.75,2.7,3.9000001,1,3,CLEAM,0,.59097838,-.31709847,.64047885,.91871619,-.0031329209,.75,.875,2.6191158,.2050875,2.3824189,-.33912086,1.702034,0,.0055403002,.030611597,.88572967,2.1351578,0,1.1928649,Y
857,4,2,4.8000002,HighSub,4.4375,3.7,4.1999998,0,0,CLEACC,0,1.2160825,.27481842,1.8710932,1.7771393,1.4589288,0,0,-.72298509,.039788242,.46220398,-.33912086,.26187277,0,.0055403002,.098168515,2.8404479,.32851264,0,2.170224,Y
1062,4.0333333,2,4.8000002,NoSub,2.9375,3.9000001,4.5999999,0,0,BIEF,0,1.305383,1.0640419,-.8138836,1.7771393,1.7513412,0,0,-.72298509,-.024373392,-.28313589,-.33912086,-.29713213,0,.0055403002,.023912424,.69189316,-.37274462,0,1.0959466,Y
880,4.0166669,2,2.2,NoSub,4.1875,1.8,4.0999999,0,1,CLEAM,4,1.2607334,.077512793,1.4235971,-1.9426918,-1.3189886,.25,.125,-.24554211,.056694701,.6585995,.064938039,.51018411,0,.0055403002,.011578092,.33500677,.64001286,0,.91750336,Y
894,3.9166667,2,3.5999999,NoSub,3.9375,2.5999999,3.7,1,1,BIG,0,.99283123,-.71171016,.97610092,.060293835,-.1493393,.25,.625,1.6642299,.15337253,1.7816669,-.33912086,1.25147,0,.0055403002,.032194767,.93153769,1.5699369,0,1.2157688,Y
775,3.9000001,2,3.0999999,NoSub,3.25,3.5,4.0999999,0,0,CLMG,5,.94818097,.077512793,-.25451341,-.65505826,1.1665164,0,0,-.72298509,-.032652076,-.37930602,.16595277,-.24299133,0,.0055403002,.013864799,.40117124,-.30482638,0,.9505856,Y
861,3.5666666,2,4.0999999,HighSub,4.125,2.5,4.0999999,0,0,BEMACS,0,.055174798,.077512793,1.311723,.77564591,-.29554534,0,0,-.72298509,-.0076047229,-.088341005,-.33912086,-.15103596,0,.0055403002,.044399884,1.2846854,-.18947072,0,1.3923427,Y
835,3.5666666,2,3.5999999,MidSub,3.625,3.5,4,0,0,CLEAM,0,.055174798,-.11979283,.41673076,.060293835,1.1665164,0,0,-.72298509,-.037312977,-.43344983,-.33912086,-.40986758,0,.0055403002,.038527012,1.1147573,-.51416832,0,1.3073786,Y
773,3.3166666,2,4.1999998,HighSub,3.375,2.2,4,1,3,EMIT,0,-.6145795,-.11979283,-.030765358,.91871619,-.73416376,.75,.875,2.6191158,.15985295,1.8569473,-.33912086,1.3079302,0,.0055403002,-.0019228067,-.055633541,1.6407648,0,.72218323,Y
806,3.1500001,2,4.1999998,HighSub,2.75,2.0999999,4.3000002,0,1,AFC,0,-1.061082,.47212499,-1.1495057,.91871619,-.88037014,.25,.125,-.24554211,-.068013638,-.79008704,-.33912086,-.67734551,0,.0055403002,-.037519645,-1.0856065,-.84971249,0,.20719677,Y
809,3.4666667,2,4.0999999,HighSub,2.9375,2.2,3.4000001,0,0,GIO,8,-.21272667,-1.3036275,-.8138836,.77564591,-.73416376,0,0,-.72298509,-.099622115,-1.15727,.46899694,-.75070322,0,.0055403002,-.026028171,-.75310761,-.94173789,0,.3734462,Y
1024,3.1666667,2,4.3000002,HighSub,2.1875,3.5999999,4.4000001,0,1,MM,4,-1.0164317,.66943061,-2.1563721,1.0617871,1.3127224,.25,.125,-.24554211,-.093440272,-1.085458,.064938039,-.79785901,0,.0055403002,-.028204061,-.81606567,-1.0008936,0,.34196717,Y
821,3.6333334,2,3.4000001,NoSub,3.875,2.3,4.5,0,0,CLEAM,0,.23377642,.86673623,.86422688,-.22584672,-.58795774,0,0,-.72298509,-.0035296076,-.041002035,-.33912086,-.11553174,0,.0055403002,.019337624,.55952412,-.1449316,0,1.029762,Y
902,3.5666666,2,3.4000001,NoSub,3.8125,2.2,3.7,0,1,BIEM,0,.055174798,-.71171016,.75235283,-.22584672,-.73416376,.25,.125,-.24554211,-.0048540984,-.056388114,-.33912086,-.12707131,0,.0055403002,.013491882,.3903811,-.15940768,0,.94519055,Y
962,3.4166667,2,4.1999998,MidSub,3.375,3.0999999,4.0999999,0,1,BIEM,2,-.34667739,.077512793,-.030765358,.91871619,.58169156,.25,.125,-.24554211,-.024496889,-.28457049,-.13709141,-.24770072,0,.0055403002,.020937812,.60582453,-.31073418,0,1.0529122,Y
888,3.6500001,3,3.5,HighSub,3.375,3.0999999,4.5999999,0,1,BIEF,6,.27842668,1.0640419,-.030765358,-.08277645,.58169156,.25,.125,-.24554211,.0066798162,.077596724,.26696751,.12493942,0,.0023139999,.010952096,.31689394,.15673329,0,.90844697,Y
986,3.6500001,3,4.1999998,NoSub,3.3125,2.4000001,4.1999998,0,1,CLEF,0,.27842668,.27481842,-.14263938,.91871619,-.44175136,.25,.125,-.24554211,-.0096772481,-.1124167,-.33912086,-.16909274,0,.0023139999,-.0033746439,-.097641565,-.2121225,0,.70117921,Y
987,3.3333333,3,3.7,HighSub,3.25,2.5999999,3.4000001,1,4,CLEF,0,-.56992924,-1.3036275,-.25451341,.20336446,-.1493393,1,1,3.0965588,.16705652,1.9406283,-.33912086,1.3706911,0,.0023139999,-.0064283391,-.18599838,1.7194967,0,.65700078,Y
814,3.1500001,3,3,NoSub,3,3.2,3.4000001,0,0,CLEAM,0,-1.061082,-1.3036275,-.70200956,-.79812855,.72789794,0,0,-.72298509,-.11648694,-1.3531818,-.33912086,-1.0996666,0,.0023139999,-.011170044,-.32319671,-1.3795035,0,.58840168,Y
793,3.45,3,3.9000001,HighSub,4,2.7,4.6999998,0,0,ACME,16,-.25737691,1.2613475,1.0879749,.48950535,-.0031329209,0,0,-.72298509,-.0020702304,-.02404904,1.2771147,.3012419,0,.0023139999,.03771111,1.0911497,.37790021,0,1.2955749,Y
722,3.1333334,3,2.9000001,HighSub,3.9375,4.6999998,4.9000001,0,0,DES-ESS,0,-1.1057322,1.6559597,.97610092,-.94119883,2.9209902,0,0,-.72298509,-.019020699,-.2209558,-.33912086,-.25049707,0,.0023139999,.075550504,2.1860096,-.31424212,0,1.8430048,Y
889,4.0166669,3,3,NoSub,4.3125,4.3000002,4.5,0,0,BIG,4,1.2607334,.86673623,1.6473451,-.79812855,2.3361661,0,0,-.72298509,.044027053,.51144451,.064938039,.39981788,0,.0023139999,.086189926,2.4938548,.50156122,0,1.9969274,Y
748,2.9333334,3,3.2,NoSub,2.875,3.7,4.5999999,0,0,GIO,2,-1.6415358,1.0640419,-.92575759,-.51198763,1.4589288,0,0,-.72298509,-.097745009,-1.1354644,-.13709141,-.88587117,0,.0023139999,-.0031497867,-.091135465,-1.1113026,0,.70443225,Y
716,3.25,3,4.6999998,MidSub,2.4375,1.6,4.4000001,0,1,M,0,-.79318047,.66943061,-1.7088758,1.6340683,-1.6114008,.25,.125,-.24554211,-.074909545,-.87019402,-.33912086,-.73742574,0,.0023139999,-.065146513,-1.884973,-.92508161,0,-.19248652,N
726,3.1166666,3,3.2,NoSub,2.0625,1.9,2.5,0,2,CYBER,0,-1.1503831,-3.07938,-2.38012,-.51198763,-1.1727824,.5,.25,.23190089,-.13290015,-1.5438474,-.33912086,-1.2426658,0,.0023139999,-.091844827,-2.6574726,-1.5588923,0,-.57873631,N
1058,3.4666667,3,2.4000001,NoSub,2.9375,2.4000001,4,0,1,DES-ESS,0,-.21272667,-.11979283,-.8138836,-1.6565509,-.44175136,.25,.125,-.24554211,-.047714654,-.55428195,-.33912086,-.50049168,0,.0023139999,-.040590055,-1.1744468,-.62785393,0,.16277659,Y
730,3.7833333,3,2.8,NoSub,3.8125,2.9000001,4.3000002,0,1,GIO,0,.63562864,.47212499,.75235283,-1.0842694,.28927949,.25,.125,-.24554211,.028523853,.33135012,-.33912086,.16373238,0,.0023139999,.02225228,.6438579,.20539805,0,1.071929,Y
992,4.0666666,3,3,MidSub,3.8125,2,3.8,0,0,CLEAM,1,1.3946835,-.51440454,.75235283,-.79812855,-1.0265762,0,0,-.72298509,-.0020734828,-.024086822,-.23810615,-.07759165,0,.0023139999,.001322918,.03827953,-.097336724,0,.76913977,Y
921,3.55,3,3.3,HighSub,4.125,2.7,3.7,0,1,M,4,.010524554,-.71171016,1.311723,-.36891735,-.0031329209,.25,.125,-.24554211,.010612679,.12328321,.064938039,.10869692,0,.0023139999,.038528677,1.1148056,.13635749,0,1.3074028,Y
933,3.9333334,3,3.2,NoSub,3,2.3,3.7,0,0,CLEAM,0,1.0374814,-.71171016,-.70200956,-.51198763,-.58795774,0,0,-.72298509,-.056802951,-.65985698,-.33912086,-.57967293,0,.0023139999,-.032099403,-.92877501,-.72718477,0,.28561249,Y
1055,2.8666666,3,3.0999999,MidSub,2.125,1.8,3.5,0,0,MM,0,-1.8201374,-1.1063219,-2.2682459,-.65505826,-1.3189886,0,0,-.72298509,-.17755085,-2.0625367,-.33912086,-1.6316828,0,.0023139999,-.092044845,-2.66326,-2.0469041,0,-.58162999,N
988,2.45,3,4.5999999,HighSub,2.625,3,4.8000002,0,0,BIG,0,-2.9363942,1.458654,-1.3732537,1.490998,.43548551,0,0,-.72298509,-.13522856,-1.5708957,-.33912086,-1.262952,0,.0023139999,-.020634146,-.59703475,-1.5843407,0,.45148262,Y
842,3.4000001,3,3.0999999,MidSub,3.75,2.2,3.8,0,0,BIEM,0,-.39132765,-.51440454,.64047885,-.65505826,-.73416376,0,0,-.72298509,-.047843359,-.55577701,-.33912086,-.50161296,0,.0023139999,.0040630121,.11756249,-.62926054,0,.80878127,Y
836,4.2166667,3,3.8,NoSub,3.75,2.2,4.3000002,0,1,CLEAM,0,1.7965362,.47212499,.64047885,.34643474,-.73416376,.25,.125,-.24554211,.052819919,.61358774,-.33912086,.37541059,0,.0023139999,.010822429,.31314212,.47094291,0,.90657103,Y
890,3.9666667,3,3.5,NoSub,2.9375,2.8,4.4000001,0,1,BIG,0,1.1267819,.66943061,-.8138836,-.08277645,.14307311,.25,.125,-.24554211,-.0028151097,-.032702003,-.33912086,-.10930672,0,.0023139999,-.019807843,-.5731262,-.13712247,0,.4634369,Y
792,3.5666666,3,1.6,HighSub,3.125,2,4.0999999,0,0,GIO,0,.055174798,.077512793,-.47826147,-2.8011143,-1.0265762,0,0,-.72298509,-.06049554,-.70275235,-.33912086,-.61184448,0,.0023139999,-.048558351,-1.4050046,-.76754314,0,.04749769,Y
949,3.7833333,3,4.4000001,MidSub,3.625,3.5,5,0,1,CLEAM,0,.63562864,1.8532653,.41673076,1.2048575,1.1665164,.25,.125,-.24554211,.041446742,.48147011,-.33912086,.27632236,0,.0023139999,.043025758,1.2449259,.34663931,0,1.372463,Y
1019,3.9833333,3,3.8,NoSub,3.875,1.8,3.7,1,4,BIEM,0,1.1714323,-.71171016,.86422688,.34643474,-1.3189886,1,1,3.0965588,.25130442,2.9193022,-.33912086,2.1046965,0,.0023139999,.0072735022,.21045606,2.6402876,0,.85522801,Y
965,3.1666667,3,3.9000001,MidSub,2.875,2.4000001,3.5,0,0,BIEF,8,-1.0164317,-1.1063219,-.92575759,.48950535,-.44175136,0,0,-.72298509,-.11877384,-1.3797479,.46899694,-.91756165,0,.0023139999,-.029411267,-.85099542,-1.1510575,0,.32450229,Y
727,3.7166667,3,4.0999999,HighSub,2.75,3.8,4.3000002,0,0,CLELI,0,.45702764,.47212499,-1.1495057,.77564591,1.6051348,0,0,-.72298509,-.064249448,-.74635994,-.33912086,-.6445502,0,.0023139999,.0014696013,.042523719,-.80857164,0,.77126187,Y
807,3.3666666,3,3,MidSub,2.8125,2.9000001,3.9000001,0,0,AFC,3,-.48062879,-.31709847,-1.0376316,-.79812855,.28927949,0,0,-.72298509,-.096288875,-1.1185491,-.036076687,-.84793103,0,.0023139999,-.028707277,-.83062589,-1.0637077,0,.33468705,Y
976,3.4166667,3,4.1999998,NoSub,2.875,2.7,3.5999999,1,4,CLEAM,0,-.34667739,-.90901625,-.92575759,.91871619,-.0031329209,1,1,3.0965588,.15905617,1.8476914,-.33912086,1.3009883,0,.0023139999,-.018894171,-.54668963,1.6320564,0,.47665519,Y
724,3.7666667,3,3.3,MidSub,4.375,4.5,4.4000001,0,0,DES-ESS,0,.59097838,.66943061,1.7592192,-.36891735,2.6285782,0,0,-.72298509,.028145794,.32695833,-.33912086,.16043854,0,.0023139999,.097472623,2.8203127,.20126602,0,2.1601563,Y
742,3.25,3,3,NoSub,3.0625,3.5,4.0999999,0,0,CLELI,0,-.79318047,.077512793,-.59013551,-.79812855,1.1665164,0,0,-.72298509,-.083971716,-.9754656,-.33912086,-.81637943,0,.0023139999,-.0002441601,-.0070629227,-1.024127,0,.74646854,Y
777,3.5333333,3,4.0999999,NoSub,3.5,2.3,4.0999999,0,2,MM,0,-.034125689,.077512793,.1929827,.77564591,-.58795774,.5,.25,.23190089,.021876078,.25412557,-.33912086,.10581396,0,.0023139999,.003036682,.087866247,.13274089,0,.79393315,Y
935,3.0166667,3,4,MidSub,3.1875,4,4.4000001,0,0,BESS-CLES,1,-1.4182845,.66943061,-.36638746,.63257563,1.8975472,0,0,-.72298509,-.082434289,-.95760596,-.23810615,-.777731,0,.0023139999,.028723845,.83110869,-.97564352,0,1.1655543,Y
1045,3.4000001,3,2.2,HighSub,4,3.8,3.7,0,2,BIEM,0,-.39132765,-.71171016,1.0879749,-1.9426918,1.6051348,.5,.25,.23190089,.026777273,.31106079,-.33912086,.14851537,0,.0023139999,.049236141,1.4246196,.18630871,0,1.4623098,Y
812,3.7166667,3,3.5999999,MidSub,3.8125,2.3,4,0,1,DSBA,2,.45702764,-.11979283,.75235283,.060293835,-.58795774,.25,.125,-.24554211,.014488892,.16831161,-.13709141,.091960855,0,.0023139999,.014736908,.42640519,.11536253,0,.9632026,Y
768,3.5833333,3,3.0999999,NoSub,3.375,2,4.3000002,0,2,IM,0,.099825047,.47212499,-.030765358,-.65505826,-1.0265762,.5,.25,.23190089,.024975242,.29012731,-.33912086,.13281527,0,.0023139999,-.020851186,-.6033147,.16661334,0,.44834265,Y
884,4.0500002,3,2.5,MidSub,3.625,3.3,3.9000001,0,2,CLEACC,1,1.3500338,-.31709847,.41673076,-1.5134807,.87410396,.5,.25,.23190089,.054871518,.6374203,-.23810615,.41853869,0,.0023139999,.019598631,.56707615,.52504599,0,1.0335381,Y
764,3.4333334,3,3.8,HighSub,3.25,2.8,3.5,0,2,MM,0,-.30202717,-1.1063219,-.25451341,.34643474,.14307311,.5,.25,.23190089,-.017293327,-.20088962,-.33912086,-.23544744,0,.0023139999,-.00038256965,-.011067719,-.29536274,0,.74446613,Y
885,3.7166667,3,3.3,HighSub,3.375,2.7,4,0,2,CLEAM,7,.45702764,-.11979283,-.030765358,-.36891735,-.0031329209,.5,.25,.23190089,.023679545,.27507573,.36798221,.29830235,0,.0023139999,-.0011394385,-.032967258,.37421262,0,.7335164,Y
740,3.45,3,2.5999999,HighSub,3.25,2.3,4,0,2,FIN,8,-.25737691,-.11979283,-.25451341,-1.3704103,-.58795774,.5,.25,.23190089,.000082510218,.00095848163,.46899694,.1179681,0,.0023139999,-.024670485,-.7138238,.14798795,0,.3930881,Y
968,2.5833333,3,2.5999999,HighSub,2.6875,2.0999999,2.0999999,0,0,BEMACS,0,-2.5791922,-3.8686035,-1.2613797,-1.3704103,-.88037014,0,0,-.72298509,-.21152692,-2.4572229,-.33912086,-1.9276974,0,.0023139999,-.059501711,-1.7216442,-2.4182467,0,-.11082208,N
1060,3.25,3,4.5,NoSub,2.6875,3.4000001,4.8000002,1,1,M,0,-.79318047,1.458654,-1.2613797,1.3479277,1.0203104,.25,.625,1.6642299,.080686092,.93729782,-.33912086,.61819315,0,.0023139999,-.0081338212,-.23534547,.77550739,0,.63232726,Y
960,4.0333333,3,3,HighSub,3.4375,3.0999999,3.7,1,4,CLEAM,0,1.305383,-.71171016,.081108674,-.79812855,.58169156,1,1,3.0965588,.2313495,2.6874938,-.33912086,1.9308401,0,.0023139999,.0094296178,.27284196,2.4221892,0,.88642097,Y
865,3.6833334,3,4,MidSub,4.0625,2.9000001,3.4000001,0,3,BIEM,0,.36772716,-1.3036275,1.199849,.63257563,.28927949,.75,.375,.70934391,.070672087,.82096916,-.33912086,.53094667,0,.0023139999,.047062557,1.3617282,.66605896,0,1.4308641,Y
772,3.7666667,3,3.9000001,HighSub,3.0625,2.4000001,4.3000002,0,0,AFC,0,.59097838,.47212499,-.59013551,.48950535,-.44175136,0,0,-.72298509,-.044536252,-.51735967,-.33912086,-.47279996,0,.0023139999,-.019494239,-.56405228,-.59311539,0,.46797386,Y
769,3.8333333,3,3.5999999,HighSub,3.25,3.4000001,4.4000001,0,1,FIN,0,.76957935,.66943061,-.25451341,.060293835,1.0203104,.25,.125,-.24554211,.0052204239,.060643554,-.33912086,-.039297551,0,.0023139999,.012926587,.37402463,-.049297765,0,.93701231,Y
837,3.5666666,3,3.9000001,MidSub,4.25,1.8,4.1999998,0,0,BIEM,0,.055174798,.27481842,1.5354711,.48950535,-1.3189886,0,0,-.72298509,.0022694734,.026363552,-.33912086,-.065007553,0,.0023139999,.028073192,.81228244,-.0815503,0,1.1561413,Y
990,3.3,3,4,HighSub,2.5625,2.5999999,4.8000002,0,0,BEMACS,15,-.65922976,1.458654,-1.4851278,.63257563,-.1493393,0,0,-.72298509,-.084392376,-.98035222,1.1761,-.44123918,0,.0023139999,-.039893888,-1.1543037,-.55352318,0,.17284817,Y
846,4.2166667,3,2.3,MidSub,3.8125,2.2,4.8000002,0,0,BIEM,0,1.7965362,1.458654,.75235283,-1.7996216,-.73416376,0,0,-.72298509,.040109437,.46593517,-.33912086,.26467115,0,.0023139999,-.00035635984,-.010309354,.33202314,0,.74484533,Y
1064,3.6333334,3,3.5,MidSub,3.25,2.3,3.5999999,0,0,CLEAM,0,.23377642,-.90901625,-.25451341,-.08277645,-.58795774,0,0,-.72298509,-.065951988,-.76613766,-.33912086,-.65938348,0,.0023139999,-.015979808,-.46236432,-.82717961,0,.51881784,Y
959,3.8333333,3,3.7,MidSub,3.6875,1.8,3.9000001,0,4,CLEF,0,.76957935,-.31709847,.52860481,.20336446,-1.3189886,1,.5,1.1867869,.10903709,1.2666399,-.33912086,.86519974,0,.0023139999,-.0036091558,-.10442702,1.0853708,0,.69778651,Y
816,3.3166666,3,4.4000001,MidSub,3.75,4.0999999,4.5999999,1,3,CLMG,1,-.6145795,1.0640419,.64047885,1.2048575,2.0437534,.75,.875,2.6191158,.19926408,2.3147705,-.23810615,1.6765513,0,.0023139999,.064877525,1.8771935,2.1031904,0,1.6885967,Y
897,4.1333332,3,3.5999999,HighSub,4.4375,2.4000001,4,0,2,BIEM,0,1.5732844,-.11979283,1.8710932,.060293835,-.44175136,.5,.25,.23190089,.10641616,1.2361937,-.33912086,.84236503,0,.0023139999,.050333742,1.4563779,1.0567253,0,1.478189,Y
886,3.6333334,3,2.5999999,MidSub,3.375,3.5999999,4.1999998,0,1,CLEACC,5,.23377642,.27481842,-.030765358,-1.3704103,1.3127224,.25,.125,-.24554211,-.0074331765,-.086348221,.16595277,-.023272973,0,.0023139999,.014961763,.43291122,-.029195342,0,.96645558,Y
1025,3.8666666,4,3.5999999,HighSub,3.5625,3,4.3000002,0,0,BIG,4,.85887986,.47212499,.30485675,.060293835,.43548551,0,0,-.72298509,-.011721214,-.13616063,.064938039,-.085885957,1,-.0032144999,.013766189,.39831802,-.10774172,-.10774172,.89528817,Y
840,3.3,4,3.7,HighSub,3.25,2.4000001,3.8,0,1,CLEF,0,-.65922976,-.51440454,-.25451341,.20336446,-.44175136,.25,.125,-.24554211,-.048328023,-.56140721,-.33912086,-.50583565,1,-.0032144999,-.017036973,-.49295273,-.63455778,-.63455778,.18624474,Y
830,3.9166667,4,3.7,HighSub,3.6875,3.3,4.3000002,0,0,CLEAM,44,.99283123,.47212499,.52860481,.20336446,.87410396,0,0,-.72298509,-.0019250346,-.022362357,4.1055269,1.0096099,1,-.0032144999,.02896338,.83803946,1.2665297,1.2665297,1.8022846,Y
998,3.75,4,4.0999999,MidSub,3,2.5,4.3000002,0,1,MM,4,.54632813,.47212499,-.70200956,.77564591,-.29554534,.25,.125,-.24554211,-.016573146,-.19252357,.064938039,-.12815817,1,-.0032144999,-.023857089,-.69028866,-.16077112,-.16077112,.3244701,Y
799,4.1666665,4,2.9000001,HighSub,4.0625,2.5,3.5,0,1,BIEM,5,1.6625849,-1.1063219,1.199849,-.94119883,-.29554534,.25,.125,-.24554211,.040060695,.46536896,.16595277,.39051491,1,-.0032144999,.02075184,.60044354,.4898909,.4898909,1.2951672,Y
910,3.5,4,4.8000002,MidSub,2.8125,3.0999999,4,0,0,CLEACC,4,-.12342618,-.11979283,-1.0376316,1.7771393,.58169156,0,0,-.72298509,-.084533185,-.98198795,.064938039,-.72025645,1,-.0032144999,-.011774286,-.34068009,-.90354317,-.90354317,.12788837,Y
868,4.3333335,4,4.0999999,NoSub,3.5,2,4.5999999,0,0,BIEM,0,2.1090887,1.0640419,.1929827,.77564591,-1.0265762,0,0,-.72298509,.024486601,.28445098,-.33912086,.12855801,1,-.0032144999,-.010112023,-.29258353,.16127272,.16127272,.68434459,Y
770,3.1833334,4,3.8,NoSub,3.5625,3.8,4.9000001,0,2,M,0,-.97178149,1.6559597,.30485675,.34643474,1.6051348,.5,.25,.23190089,.028990828,.33677477,-.33912086,.16780086,1,-.0032144999,.036018003,1.0421607,.21050186,.21050186,1.3763313,Y
979,3.05,4,3.9000001,HighSub,3.25,2.5,4.8000002,0,0,BIEF,11,-1.328984,1.458654,-.25451341,.48950535,-.29554534,0,0,-.72298509,-.063954018,-.74292809,.77204114,-.36418578,1,-.0032144999,-.012565644,-.36357754,-.45686167,-.45686167,.33978039,Y
991,3.4333334,4,4.0999999,MidSub,3.3125,2.5,4.3000002,0,0,BEMACS,0,-.30202717,.47212499,-.14263938,.77564591,-.29554534,0,0,-.72298509,-.052545644,-.61040157,-.33912086,-.54258138,1,-.0032144999,-.0073287073,-.21204999,-.68065441,-.68065441,.30364782,Y
743,3.8166666,4,2.4000001,HighSub,3.9375,2.4000001,3.3,0,0,FIN,0,.72492909,-1.5009336,.97610092,-1.6565509,-.44175136,0,0,-.72298509,-.027700441,-.32178488,-.33912086,-.32611889,1,-.0032144999,.0067722653,.19595307,-.40910774,-.40910774,.64342266,Y
1054,3.0999999,4,3.8,NoSub,3.1875,3,4,0,2,MM,0,-1.1950333,-.11979283,-.36638746,.34643474,.43548551,.5,.25,.23190089,-.025516884,-.29641938,-.33912086,-.30709475,1,-.0032144999,-.0041366071,-.11968851,-.38524246,-.38524246,.49753451,Y
828,3.6666667,4,4.4000001,HighSub,3.4375,3,4.3000002,0,1,BIEM,0,.3230769,.47212499,.081108674,1.2048575,.43548551,.25,.125,-.24554211,.001258567,.014620259,-.33912086,-.073815018,1,-.0032144999,.014879885,.43054214,-.092599042,-.092599042,.91897154,Y
1057,3.7833333,4,3.3,MidSub,3.5625,2.9000001,3.5999999,0,2,M,4,.63562864,-.90901625,.30485675,-.36891735,.28927949,.5,.25,.23190089,.024791604,.28799406,.064938039,.23223005,1,-.0032144999,.0083292304,.24100292,.29132664,.29132664,1.0161648,Y
717,4.0500002,4,4.4000001,MidSub,4,3,4.3000002,1,2,ACME,25,1.3500338,.47212499,1.0879749,1.2048575,.43548551,.5,.75,2.1416728,.21707851,2.5217135,2.1862473,2.4378469,1,-.0032144999,.044630971,1.2913717,3.0582163,3.0582163,2.924794,Y
950,3.6333334,4,4.1999998,NoSub,3.6875,2.2,3.5,0,2,BESS-CLES,0,.23377642,-1.1063219,.52860481,.91871619,-.73416376,.5,.25,.23190089,.018585674,.21590228,-.33912086,.0771465,1,-.0032144999,.0058507747,.1692903,.096778303,.096778303,.88303429,Y
873,3.8166666,4,2.7,HighSub,4.4375,3.3,4.0999999,0,0,BIEF,3,.72492909,.077512793,1.8710932,-1.2273397,.87410396,0,0,-.72298509,.024847737,.28864613,-.036076687,.20746543,1,-.0032144999,.058975186,1.7064128,.26026005,.26026005,1.7333364,Y
838,3.5166667,4,1.4,NoSub,4.4375,4.3000002,4.3000002,0,0,BIEM,2,-.078775935,.47212499,1.8710932,-3.0872552,2.3361661,0,0,-.72298509,.012264548,.14247231,-.13709141,.072581381,1,-.0032144999,.071822681,2.0781472,.091051474,.091051474,1.8345994,Y
929,3.3,4,4.0999999,HighSub,2.75,2.3,3.5,0,1,CLEAM,12,-.65922976,-1.1063219,-1.1495057,.77564591,-.58795774,.25,.125,-.24554211,-.084561974,-.98232239,.87305588,-.5184778,1,-.0032144999,-.042159934,-1.2198703,-.65041703,-.65041703,-.18514368,N
948,3.6833334,4,3,MidSub,3.8125,2.4000001,3.9000001,1,1,CLEAM,0,.36772716,-.31709847,.75235283,-.79812855,-.44175136,.25,.625,1.6642299,.13842438,1.6080203,-.33912086,1.121235,1,-.0032144999,.0059546963,.17229722,1.4065604,1.4065604,1.5394288,Y
745,3.7833333,4,1.7,MidSub,4.0625,3.0999999,4.4000001,0,1,CLEF,0,.63562864,.66943061,1.199849,-2.6580439,.58169156,.25,.125,-.24554211,.045009404,.52285612,-.33912086,.30736187,1,-.0032144999,.02440468,.70613629,.38557756,.38557756,1.295857,Y
